fight_url,date,fighter_0,fighter_1,round,ssl_0,ssa_0,tdl_0,tda_0,kd_0,ctrl_0,ssl_1,ssa_1,tdl_1,tda_1,kd_1,ctrl_1
http://ufcstats.com/fight-details/db8df615610f3632,1995-04-07,Ken Shamrock,Royce Gracie,1,9,19,1,1,0,0,3,8,0,0,0,0
http://ufcstats.com/fight-details/db8df615610f3632,1995-04-07,Ken Shamrock,Royce Gracie,2,1,3,0,0,0,0,0,4,0,1,0,0
http://ufcstats.com/fight-details/3932f8e9a74f3d11,1995-09-08,Ken Shamrock,Oleg Taktarov,1,22,40,1,1,0,0,2,14,0,1,0,0
http://ufcstats.com/fight-details/3932f8e9a74f3d11,1995-09-08,Ken Shamrock,Oleg Taktarov,2,7,18,0,0,0,0,2,8,0,1,0,0
http://ufcstats.com/fight-details/524b49a676498c6d,1995-12-16,Dan Severn,Oleg Taktarov,1,22,58,0,0,0,0,7,17,0,1,0,0
http://ufcstats.com/fight-details/524b49a676498c6d,1995-12-16,Dan Severn,Oleg Taktarov,2,2,21,0,0,0,0,1,12,0,0,0,0
http://ufcstats.com/fight-details/6a060498e60756af,1996-05-17,Dan Severn,Ken Shamrock,1,13,55,0,2,0,0,14,64,0,0,0,0
http://ufcstats.com/fight-details/6a060498e60756af,1996-05-17,Dan Severn,Ken Shamrock,2,0,4,0,0,0,0,0,2,0,0,0,0
http://ufcstats.com/fight-details/6a060498e60756af,1996-05-17,Dan Severn,Ken Shamrock,3,3,16,0,0,0,0,4,15,0,1,0,0
http://ufcstats.com/fight-details/9f6a7aee1fce539a,1996-09-20,Scott Ferrozzo,David Abbott,1,48,69,0,1,0,0,14,32,0,1,0,0
http://ufcstats.com/fight-details/9f6a7aee1fce539a,1996-09-20,Scott Ferrozzo,David Abbott,2,12,25,0,0,0,0,7,18,0,0,0,0
http://ufcstats.com/fight-details/e45feb9866eb2da7,1997-02-07,Yoshiki Takahashi,Wallid Ismail,1,11,25,1,1,0,0,1,10,1,10,0,0
http://ufcstats.com/fight-details/e45feb9866eb2da7,1997-02-07,Yoshiki Takahashi,Wallid Ismail,2,9,18,0,0,0,0,0,7,0,0,0,0
http://ufcstats.com/fight-details/45e49fe8d3d1bfb5,1997-05-30,Guy Mezger,Christophe Leninger,1,26,41,0,0,0,0,2,13,0,2,0,0
http://ufcstats.com/fight-details/45e49fe8d3d1bfb5,1997-05-30,Guy Mezger,Christophe Leninger,2,9,13,0,0,0,0,1,3,0,0,0,0
http://ufcstats.com/fight-details/1a5171802bf3bce6,1997-07-27,Maurice Smith,Mark Coleman,1,25,30,0,0,0,0,17,39,2,3,0,0
http://ufcstats.com/fight-details/1a5171802bf3bce6,1997-07-27,Maurice Smith,Mark Coleman,2,18,20,0,0,0,0,1,2,0,1,0,0
http://ufcstats.com/fight-details/1a5171802bf3bce6,1997-07-27,Maurice Smith,Mark Coleman,3,12,15,0,0,0,0,1,2,0,3,0,0
http://ufcstats.com/fight-details/6158150558be0edf,1997-07-27,Joe Moreira,Yuri Vaulin,1,6,7,2,2,0,0,1,4,0,0,0,0
http://ufcstats.com/fight-details/6158150558be0edf,1997-07-27,Joe Moreira,Yuri Vaulin,2,1,2,1,1,0,0,0,1,0,0,0,0
http://ufcstats.com/fight-details/3bd789bcfb12368d,1997-10-17,Dave Beneteau,Carlos Barreto,1,11,26,3,3,0,0,11,31,1,2,0,0
http://ufcstats.com/fight-details/3bd789bcfb12368d,1997-10-17,Dave Beneteau,Carlos Barreto,2,2,2,0,0,0,0,0,1,1,2,0,0
http://ufcstats.com/fight-details/748657d9ba9d7c71,1997-12-21,Randy Couture,Maurice Smith,1,15,26,1,1,0,0,5,7,0,0,0,0
http://ufcstats.com/fight-details/748657d9ba9d7c71,1997-12-21,Randy Couture,Maurice Smith,2,0,0,1,1,0,0,1,1,0,0,0,0
http://ufcstats.com/fight-details/748657d9ba9d7c71,1997-12-21,Randy Couture,Maurice Smith,3,4,5,1,1,0,0,3,9,0,0,0,0
http://ufcstats.com/fight-details/764e492b55c0ec40,1997-12-21,David Abbott,Yoji Anjo,1,12,28,2,2,0,0,6,6,0,1,0,0
http://ufcstats.com/fight-details/764e492b55c0ec40,1997-12-21,David Abbott,Yoji Anjo,2,1,3,1,2,0,0,3,3,0,0,0,0
http://ufcstats.com/fight-details/b55481006297ba05,1998-03-13,Tsuyoshi Kohsaka,Kimo Leopoldo,1,31,50,0,2,0,0,13,45,1,2,0,0
http://ufcstats.com/fight-details/b55481006297ba05,1998-03-13,Tsuyoshi Kohsaka,Kimo Leopoldo,2,14,25,0,0,0,0,0,1,1,3,0,0
http://ufcstats.com/fight-details/43885ee6cc5ed241,1998-03-13,Pat Miletich,Townsend Saunders,1,6,15,0,0,0,0,7,21,1,1,0,0
http://ufcstats.com/fight-details/43885ee6cc5ed241,1998-03-13,Pat Miletich,Townsend Saunders,2,12,12,0,0,0,0,6,13,1,2,0,0
http://ufcstats.com/fight-details/1d3c1dedfba6eddc,1998-05-15,Frank Shamrock,Jeremy Horn,1,12,19,0,0,0,0,13,23,4,7,0,0
http://ufcstats.com/fight-details/1d3c1dedfba6eddc,1998-05-15,Frank Shamrock,Jeremy Horn,2,8,9,0,0,0,0,1,2,1,3,0,0
http://ufcstats.com/fight-details/a4d8e991ec42b048,1998-05-15,Pete Williams,Mark Coleman,1,13,27,0,0,0,0,26,45,3,6,0,0
http://ufcstats.com/fight-details/a4d8e991ec42b048,1998-05-15,Pete Williams,Mark Coleman,2,9,15,0,0,1,0,0,4,0,2,0,0
http://ufcstats.com/fight-details/17526cb9fb6072ef,1998-05-15,Dan Henderson,Carlos Newton,1,25,33,2,2,0,0,10,16,2,3,2,0
http://ufcstats.com/fight-details/17526cb9fb6072ef,1998-05-15,Dan Henderson,Carlos Newton,2,3,9,1,1,0,0,10,16,0,0,0,0
http://ufcstats.com/fight-details/21aa163b80e504f9,1998-05-15,Dan Henderson,Allan Goes,1,19,35,1,1,0,0,19,27,0,0,1,0
http://ufcstats.com/fight-details/21aa163b80e504f9,1998-05-15,Dan Henderson,Allan Goes,2,12,19,0,0,1,0,17,22,0,0,0,0
http://ufcstats.com/fight-details/07423d10cc23bfeb,1998-10-16,Pat Miletich,Mikey Burnett,1,13,24,1,7,0,0,9,21,1,1,0,0
http://ufcstats.com/fight-details/07423d10cc23bfeb,1998-10-16,Pat Miletich,Mikey Burnett,2,2,2,0,0,0,0,4,6,0,0,0,0
http://ufcstats.com/fight-details/07423d10cc23bfeb,1998-10-16,Pat Miletich,Mikey Burnett,3,4,8,0,2,0,0,11,16,1,1,0,0
http://ufcstats.com/fight-details/dbdad3eb157703bc,1998-10-16,Tsuyoshi Kohsaka,Pete Williams,1,7,20,2,4,0,0,7,38,0,0,0,0
http://ufcstats.com/fight-details/dbdad3eb157703bc,1998-10-16,Tsuyoshi Kohsaka,Pete Williams,2,7,20,1,1,0,0,6,29,0,0,0,0
http://ufcstats.com/fight-details/3fc4d9f17be8d003,1999-01-08,Bas Rutten,Tsuyoshi Kohsaka,1,14,31,0,0,0,0,17,35,3,6,0,0
http://ufcstats.com/fight-details/3fc4d9f17be8d003,1999-01-08,Bas Rutten,Tsuyoshi Kohsaka,2,17,30,0,0,1,0,6,12,0,3,0,0
http://ufcstats.com/fight-details/453118d7f05be814,1999-01-08,Pat Miletich,Jorge Patino,1,15,56,1,1,0,0,16,67,1,4,0,0
http://ufcstats.com/fight-details/453118d7f05be814,1999-01-08,Pat Miletich,Jorge Patino,2,9,11,0,0,0,0,3,17,0,2,0,0
http://ufcstats.com/fight-details/453118d7f05be814,1999-01-08,Pat Miletich,Jorge Patino,3,3,4,2,2,0,0,0,4,0,0,0,0
http://ufcstats.com/fight-details/86090172facd6cf7,1999-01-08,Pedro Rizzo,Mark Coleman,1,8,13,0,0,0,0,22,42,2,4,0,0
http://ufcstats.com/fight-details/86090172facd6cf7,1999-01-08,Pedro Rizzo,Mark Coleman,2,8,16,0,0,0,0,3,11,0,2,0,0
http://ufcstats.com/fight-details/6c15d41df17349c9,1999-01-08,Tito Ortiz,Jerry Bohlander,1,33,69,5,5,0,0,8,19,0,0,0,0
http://ufcstats.com/fight-details/6c15d41df17349c9,1999-01-08,Tito Ortiz,Jerry Bohlander,2,4,7,1,2,0,0,1,6,0,0,0,0
http://ufcstats.com/fight-details/48fccedc8889a473,1999-01-08,Mikey Burnett,Townsend Saunders,1,32,115,0,0,1,0,23,48,0,5,0,0
http://ufcstats.com/fight-details/48fccedc8889a473,1999-01-08,Mikey Burnett,Townsend Saunders,2,10,20,0,0,0,0,11,15,0,1,0,0
http://ufcstats.com/fight-details/997753de17f81e3a,1999-03-05,Kevin Randleman,Maurice Smith,1,10,34,3,3,0,0,7,14,0,0,0,0
http://ufcstats.com/fight-details/997753de17f81e3a,1999-03-05,Kevin Randleman,Maurice Smith,2,7,15,1,1,0,0,2,2,0,0,0,0
http://ufcstats.com/fight-details/73c07530f667289f,1999-05-07,Bas Rutten,Kevin Randleman,1,12,19,0,0,0,0,18,53,3,3,0,0
http://ufcstats.com/fight-details/73c07530f667289f,1999-05-07,Bas Rutten,Kevin Randleman,2,1,3,0,0,0,0,1,5,1,1,0,0
http://ufcstats.com/fight-details/73c07530f667289f,1999-05-07,Bas Rutten,Kevin Randleman,3,5,7,0,0,0,0,1,3,2,2,0,0
http://ufcstats.com/fight-details/df8d4014d8206ab1,1999-07-16,Pat Miletich,Andre Pederneiras,1,10,28,0,0,0,82,8,15,0,0,0,4
http://ufcstats.com/fight-details/df8d4014d8206ab1,1999-07-16,Pat Miletich,Andre Pederneiras,2,3,14,0,0,0,14,2,4,0,1,0,0
http://ufcstats.com/fight-details/3e4199f9a69bac88,1999-07-16,Tsuyoshi Kohsaka,Tim Lajcik,1,2,5,0,1,0,0,8,19,0,0,0,231
http://ufcstats.com/fight-details/3e4199f9a69bac88,1999-07-16,Tsuyoshi Kohsaka,Tim Lajcik,2,9,9,0,2,0,75,4,12,0,0,0,188
http://ufcstats.com/fight-details/693e4a0bed9a1369,1999-07-16,Eugene Jackson,Royce Alger,1,14,33,0,0,0,18,11,22,1,6,0,145
http://ufcstats.com/fight-details/693e4a0bed9a1369,1999-07-16,Eugene Jackson,Royce Alger,2,7,13,0,0,1,2,0,4,1,2,0,8
http://ufcstats.com/fight-details/1db8bed8b4d30fb3,1999-07-16,Travis Fulton,David Dodd,1,9,13,1,2,0,193,0,0,0,4,0,79
http://ufcstats.com/fight-details/1db8bed8b4d30fb3,1999-07-16,Travis Fulton,David Dodd,2,16,19,0,0,1,268,0,0,0,1,0,18
http://ufcstats.com/fight-details/b1134affa18449dd,1999-09-24,Frank Shamrock,Tito Ortiz,1,3,9,0,0,0,4,8,24,2,3,0,255
http://ufcstats.com/fight-details/b1134affa18449dd,1999-09-24,Frank Shamrock,Tito Ortiz,2,3,8,0,0,0,0,4,17,2,2,0,269
http://ufcstats.com/fight-details/b1134affa18449dd,1999-09-24,Frank Shamrock,Tito Ortiz,3,8,13,0,0,0,0,4,11,2,2,0,255
http://ufcstats.com/fight-details/b1134affa18449dd,1999-09-24,Frank Shamrock,Tito Ortiz,4,17,31,0,0,0,9,4,22,2,2,0,171
http://ufcstats.com/fight-details/96c247ba0eb1ac65,1999-09-24,Tim Lajcik,Ron Waterman,1,2,5,0,0,0,2,9,13,1,1,0,264
http://ufcstats.com/fight-details/96c247ba0eb1ac65,1999-09-24,Tim Lajcik,Ron Waterman,2,8,20,0,0,0,121,2,6,0,6,0,0
http://ufcstats.com/fight-details/96c247ba0eb1ac65,1999-09-24,Tim Lajcik,Ron Waterman,3,2,5,0,0,0,3,3,6,1,3,0,251
http://ufcstats.com/fight-details/d9e86958bcb15c26,1999-09-24,Matt Hughes,Valeri Ignatov,1,23,39,4,5,0,0,1,8,0,0,0,0
http://ufcstats.com/fight-details/d9e86958bcb15c26,1999-09-24,Matt Hughes,Valeri Ignatov,2,25,37,1,3,0,0,3,6,0,0,0,0
http://ufcstats.com/fight-details/d9e86958bcb15c26,1999-09-24,Matt Hughes,Valeri Ignatov,3,29,41,0,1,0,0,3,11,0,0,0,0
http://ufcstats.com/fight-details/968cd768ac41e6ee,1999-09-24,John Lewis,Lowell Anderson,1,13,43,0,0,0,3,6,19,0,1,0,2
http://ufcstats.com/fight-details/968cd768ac41e6ee,1999-09-24,John Lewis,Lowell Anderson,2,4,12,1,1,0,195,2,10,0,0,0,1
http://ufcstats.com/fight-details/968cd768ac41e6ee,1999-09-24,John Lewis,Lowell Anderson,3,3,6,0,0,0,1,1,4,0,0,0,0
http://ufcstats.com/fight-details/a1c1e3c1e9c6cf1e,1999-09-24,Jens Pulver,Alfonso Alcarez,1,34,54,0,1,0,254,7,16,0,0,0,5
http://ufcstats.com/fight-details/a1c1e3c1e9c6cf1e,1999-09-24,Jens Pulver,Alfonso Alcarez,2,14,27,0,0,0,149,27,46,1,2,0,121
http://ufcstats.com/fight-details/2ab41c5519d0b1b9,1999-11-19,Kevin Randleman,Pete Williams,1,5,19,1,3,0,246,5,10,0,0,1,38
http://ufcstats.com/fight-details/2ab41c5519d0b1b9,1999-11-19,Kevin Randleman,Pete Williams,2,1,5,1,3,0,235,2,4,0,0,0,30
http://ufcstats.com/fight-details/2ab41c5519d0b1b9,1999-11-19,Kevin Randleman,Pete Williams,3,2,9,1,1,0,255,1,1,0,0,0,0
http://ufcstats.com/fight-details/2ab41c5519d0b1b9,1999-11-19,Kevin Randleman,Pete Williams,4,1,8,1,1,0,260,0,1,0,0,0,0
http://ufcstats.com/fight-details/2ab41c5519d0b1b9,1999-11-19,Kevin Randleman,Pete Williams,5,1,2,2,3,0,63,0,5,0,0,0,0
http://ufcstats.com/fight-details/c22545a5881459ac,1999-11-19,Pedro Rizzo,Tsuyoshi Kohsaka,1,4,16,0,0,0,0,9,21,0,0,0,0
http://ufcstats.com/fight-details/c22545a5881459ac,1999-11-19,Pedro Rizzo,Tsuyoshi Kohsaka,2,7,23,0,0,0,2,4,11,0,2,0,0
http://ufcstats.com/fight-details/c22545a5881459ac,1999-11-19,Pedro Rizzo,Tsuyoshi Kohsaka,3,3,8,0,0,1,6,1,1,0,1,0,0
http://ufcstats.com/fight-details/9c7830c91fad60d8,1999-11-19,Kenichi Yamamoto,Katsuhisa Fujii,1,0,1,0,0,0,0,22,54,2,2,0,293
http://ufcstats.com/fight-details/9c7830c91fad60d8,1999-11-19,Kenichi Yamamoto,Katsuhisa Fujii,2,1,3,0,0,0,0,5,9,0,1,0,233
http://ufcstats.com/fight-details/36c929fb1569d4b9,1999-11-19,Eugene Jackson,Keiichiro Yamamiya,1,5,34,0,0,0,55,5,16,0,0,0,6
http://ufcstats.com/fight-details/36c929fb1569d4b9,1999-11-19,Eugene Jackson,Keiichiro Yamamiya,2,10,41,0,0,0,51,5,26,0,0,0,28
http://ufcstats.com/fight-details/36c929fb1569d4b9,1999-11-19,Eugene Jackson,Keiichiro Yamamiya,3,7,30,0,1,1,50,4,16,0,0,0,18
http://ufcstats.com/fight-details/a4e592c874e8233f,1999-11-19,Kenichi Yamamoto,Daiju Takase,1,15,17,0,0,0,294,2,2,0,0,0,0
http://ufcstats.com/fight-details/a4e592c874e8233f,1999-11-19,Kenichi Yamamoto,Daiju Takase,2,4,5,0,0,0,273,0,3,0,0,0,0
http://ufcstats.com/fight-details/a4e592c874e8233f,1999-11-19,Kenichi Yamamoto,Daiju Takase,3,1,4,0,0,0,289,3,4,0,0,0,0
http://ufcstats.com/fight-details/ee1950e871aa5cc2,1999-11-19,Katsuhisa Fujii,Masutatsu Yano,1,12,20,0,0,0,0,17,44,1,3,0,122
http://ufcstats.com/fight-details/ee1950e871aa5cc2,1999-11-19,Katsuhisa Fujii,Masutatsu Yano,2,6,21,0,0,1,3,1,5,0,0,0,0
http://ufcstats.com/fight-details/17be6e24dafd31e0,2000-03-10,Lance Gibson,Jermaine Andre,1,12,20,1,1,0,245,10,19,0,0,1,16
http://ufcstats.com/fight-details/17be6e24dafd31e0,2000-03-10,Lance Gibson,Jermaine Andre,2,14,24,1,2,0,233,7,11,0,0,0,0
http://ufcstats.com/fight-details/17be6e24dafd31e0,2000-03-10,Lance Gibson,Jermaine Andre,3,7,9,0,1,1,178,10,17,0,0,0,0
http://ufcstats.com/fight-details/aca2f98ee112d137,2000-03-10,Dave Menne,Fabiano Iha,1,16,42,0,0,0,167,6,11,1,6,0,36
http://ufcstats.com/fight-details/aca2f98ee112d137,2000-03-10,Dave Menne,Fabiano Iha,2,10,26,0,0,0,249,1,7,0,1,0,0
http://ufcstats.com/fight-details/aca2f98ee112d137,2000-03-10,Dave Menne,Fabiano Iha,3,11,31,0,0,0,169,1,4,0,5,0,2
http://ufcstats.com/fight-details/22911cbd32370f6c,2000-03-10,Bob Cook,Tiki Ghosn,1,20,38,0,4,0,28,22,50,0,0,0,127
http://ufcstats.com/fight-details/22911cbd32370f6c,2000-03-10,Bob Cook,Tiki Ghosn,2,2,9,1,1,0,41,2,13,0,0,0,0
http://ufcstats.com/fight-details/cf85523b0d442d35,2000-03-10,Jens Pulver,David Velasquez,1,28,52,2,2,0,175,20,32,0,0,0,0
http://ufcstats.com/fight-details/cf85523b0d442d35,2000-03-10,Jens Pulver,David Velasquez,2,26,55,1,1,0,139,0,5,0,0,0,0
http://ufcstats.com/fight-details/77f9b97f62f373b0,2000-03-10,Shonie Carter,Brad Gumm,1,13,23,3,3,0,223,5,13,0,1,0,0
http://ufcstats.com/fight-details/77f9b97f62f373b0,2000-03-10,Shonie Carter,Brad Gumm,2,9,17,2,3,0,186,7,22,0,1,0,29
http://ufcstats.com/fight-details/0adfdf8f563be462,2000-04-14,Tito Ortiz,Wanderlei Silva,1,5,12,1,1,0,246,3,7,0,0,0,0
http://ufcstats.com/fight-details/0adfdf8f563be462,2000-04-14,Tito Ortiz,Wanderlei Silva,2,10,21,0,1,1,287,1,3,0,1,0,0
http://ufcstats.com/fight-details/0adfdf8f563be462,2000-04-14,Tito Ortiz,Wanderlei Silva,3,2,5,1,2,0,178,5,11,0,0,0,7
http://ufcstats.com/fight-details/0adfdf8f563be462,2000-04-14,Tito Ortiz,Wanderlei Silva,4,2,4,1,1,0,184,0,4,0,0,0,0
http://ufcstats.com/fight-details/0adfdf8f563be462,2000-04-14,Tito Ortiz,Wanderlei Silva,5,1,1,1,1,0,258,1,2,0,0,0,0
http://ufcstats.com/fight-details/b675fb8f413b59e4,2000-04-14,Murilo Bustamante,Yoji Anjo,1,11,20,3,3,0,271,0,5,0,0,0,12
http://ufcstats.com/fight-details/b675fb8f413b59e4,2000-04-14,Murilo Bustamante,Yoji Anjo,2,0,1,1,1,0,19,0,1,0,0,0,0
http://ufcstats.com/fight-details/f6066d192a16f5ff,2000-04-14,Ron Waterman,Satoshi Honma,1,35,40,1,2,0,274,2,3,0,0,0,0
http://ufcstats.com/fight-details/f6066d192a16f5ff,2000-04-14,Ron Waterman,Satoshi Honma,2,13,14,1,2,0,261,2,4,0,0,0,0
http://ufcstats.com/fight-details/f6066d192a16f5ff,2000-04-14,Ron Waterman,Satoshi Honma,3,3,8,1,1,0,182,2,6,0,0,0,0
http://ufcstats.com/fight-details/9397493152c0669a,2000-04-14,Ikuhisa Minowa,Joe Slick,1,1,2,1,3,0,189,2,2,0,0,0,66
http://ufcstats.com/fight-details/9397493152c0669a,2000-04-14,Ikuhisa Minowa,Joe Slick,2,1,7,1,3,0,246,3,5,0,0,0,24
http://ufcstats.com/fight-details/9397493152c0669a,2000-04-14,Ikuhisa Minowa,Joe Slick,3,1,10,1,2,0,12,3,9,0,0,0,46
http://ufcstats.com/fight-details/cf8fe599f0b44fd5,2000-04-14,Laverne Clark,Koji Oishi,1,6,25,0,0,0,26,0,0,0,7,0,138
http://ufcstats.com/fight-details/cf8fe599f0b44fd5,2000-04-14,Laverne Clark,Koji Oishi,2,2,8,0,0,0,56,1,3,2,3,0,142
http://ufcstats.com/fight-details/cf8fe599f0b44fd5,2000-04-14,Laverne Clark,Koji Oishi,3,5,12,0,0,0,234,0,1,1,1,0,25
http://ufcstats.com/fight-details/cef1b43c77e02635,2000-06-09,Kevin Randleman,Pedro Rizzo,1,6,10,1,2,0,203,0,6,0,0,0,0
http://ufcstats.com/fight-details/cef1b43c77e02635,2000-06-09,Kevin Randleman,Pedro Rizzo,2,3,11,0,1,0,0,7,22,0,0,0,0
http://ufcstats.com/fight-details/cef1b43c77e02635,2000-06-09,Kevin Randleman,Pedro Rizzo,3,1,13,1,1,0,10,5,20,0,0,0,0
http://ufcstats.com/fight-details/cef1b43c77e02635,2000-06-09,Kevin Randleman,Pedro Rizzo,4,3,9,0,0,0,0,0,8,0,0,0,0
http://ufcstats.com/fight-details/cef1b43c77e02635,2000-06-09,Kevin Randleman,Pedro Rizzo,5,4,9,0,0,0,0,0,1,0,0,0,0
http://ufcstats.com/fight-details/60e5b2c1bdaa203e,2000-06-09,Tyrone Roberts,David Dodd,1,6,16,0,0,0,193,4,13,0,1,0,0
http://ufcstats.com/fight-details/60e5b2c1bdaa203e,2000-06-09,Tyrone Roberts,David Dodd,2,4,14,1,1,0,93,3,5,0,0,0,0
http://ufcstats.com/fight-details/60e5b2c1bdaa203e,2000-06-09,Tyrone Roberts,David Dodd,3,6,30,0,0,0,2,3,13,0,1,0,2
http://ufcstats.com/fight-details/f0b2020d11a0cf94,2000-06-09,Pat Miletich,John Alessio,1,5,9,1,1,0,263,0,0,0,0,0,0
http://ufcstats.com/fight-details/f0b2020d11a0cf94,2000-06-09,Pat Miletich,John Alessio,2,4,9,1,1,0,41,1,2,0,0,0,0
http://ufcstats.com/fight-details/a0dfc397caef4afe,2000-06-09,Amaury Bitetti,Alex Andrade,1,5,7,0,0,0,13,10,15,0,1,1,93
http://ufcstats.com/fight-details/a0dfc397caef4afe,2000-06-09,Amaury Bitetti,Alex Andrade,2,1,3,0,0,0,0,2,12,0,0,0,0
http://ufcstats.com/fight-details/8452f6d5a1450cfb,2000-06-09,Jens Pulver,Joao Roque,1,3,27,0,0,0,31,2,24,0,6,0,6
http://ufcstats.com/fight-details/8452f6d5a1450cfb,2000-06-09,Jens Pulver,Joao Roque,2,0,21,0,0,0,43,2,13,1,7,0,9
http://ufcstats.com/fight-details/8452f6d5a1450cfb,2000-06-09,Jens Pulver,Joao Roque,3,1,36,0,0,0,56,1,22,0,5,0,0
http://ufcstats.com/fight-details/7edac7a0a2f72f28,2000-06-09,Ian Freeman,Nate Schroeder,1,6,10,1,1,0,25,6,15,1,5,0,210
http://ufcstats.com/fight-details/7edac7a0a2f72f28,2000-06-09,Ian Freeman,Nate Schroeder,2,10,16,0,0,0,79,3,3,0,1,0,0
http://ufcstats.com/fight-details/85f28a8276a141b6,2000-06-09,Shonie Carter,Adrian Serrano,1,8,27,2,3,0,98,2,12,0,2,0,93
http://ufcstats.com/fight-details/85f28a8276a141b6,2000-06-09,Shonie Carter,Adrian Serrano,2,18,28,1,3,0,22,4,11,0,0,0,94
http://ufcstats.com/fight-details/c5bec85a32462995,2000-09-22,Maurice Smith,Bobby Hoffman,1,1,1,0,0,0,0,5,15,1,1,0,298
http://ufcstats.com/fight-details/c5bec85a32462995,2000-09-22,Maurice Smith,Bobby Hoffman,2,11,14,0,0,0,61,5,24,3,3,0,192
http://ufcstats.com/fight-details/c5bec85a32462995,2000-09-22,Maurice Smith,Bobby Hoffman,3,31,40,0,0,0,265,0,5,0,0,0,1
http://ufcstats.com/fight-details/8a9a37d68cc428d6,2000-09-22,Yuki Kondo,Alexandre Dantas,1,9,16,0,0,0,66,13,35,0,2,0,213
http://ufcstats.com/fight-details/8a9a37d68cc428d6,2000-09-22,Yuki Kondo,Alexandre Dantas,2,9,13,0,0,0,108,1,6,2,4,0,157
http://ufcstats.com/fight-details/8a9a37d68cc428d6,2000-09-22,Yuki Kondo,Alexandre Dantas,3,15,25,0,0,1,83,0,2,0,2,0,15
http://ufcstats.com/fight-details/ae54f944d1ba378f,2000-09-22,Ian Freeman,Tedd Williams,1,0,2,0,0,0,0,21,25,1,2,0,272
http://ufcstats.com/fight-details/ae54f944d1ba378f,2000-09-22,Ian Freeman,Tedd Williams,2,13,22,0,0,0,192,1,1,0,4,0,83
http://ufcstats.com/fight-details/ae54f944d1ba378f,2000-09-22,Ian Freeman,Tedd Williams,3,17,37,0,0,0,163,3,3,0,4,0,81
http://ufcstats.com/fight-details/075dee476361e83e,2000-09-22,Jeff Monson,Tim Lajcik,1,14,24,1,1,0,287,2,3,0,0,0,2
http://ufcstats.com/fight-details/075dee476361e83e,2000-09-22,Jeff Monson,Tim Lajcik,2,17,38,0,3,0,135,3,11,0,1,0,95
http://ufcstats.com/fight-details/c078544a32e18ba3,2000-09-22,Brad Gumm,CJ Fernandes,1,14,23,0,2,0,0,23,39,0,0,0,258
http://ufcstats.com/fight-details/c078544a32e18ba3,2000-09-22,Brad Gumm,CJ Fernandes,2,4,10,0,0,0,23,5,16,1,1,0,252
http://ufcstats.com/fight-details/10cca6f437922b6c,2000-11-17,Randy Couture,Kevin Randleman,1,0,2,0,0,0,0,6,7,1,1,0,282
http://ufcstats.com/fight-details/10cca6f437922b6c,2000-11-17,Randy Couture,Kevin Randleman,2,6,10,0,0,0,2,7,9,1,1,0,221
http://ufcstats.com/fight-details/10cca6f437922b6c,2000-11-17,Randy Couture,Kevin Randleman,3,22,29,1,1,0,175,2,3,0,0,0,28
http://ufcstats.com/fight-details/40d31c37e00d6d0b,2000-11-17,Renato Sobral,Maurice Smith,1,2,6,1,1,0,260,2,2,0,0,0,0
http://ufcstats.com/fight-details/40d31c37e00d6d0b,2000-11-17,Renato Sobral,Maurice Smith,2,3,6,2,2,0,243,2,6,0,0,0,0
http://ufcstats.com/fight-details/40d31c37e00d6d0b,2000-11-17,Renato Sobral,Maurice Smith,3,2,5,1,2,0,205,1,4,0,0,0,0
http://ufcstats.com/fight-details/e4df2b73dff57d3a,2000-11-17,Josh Barnett,Gan McGee,1,1,1,0,0,0,0,7,17,1,3,0,283
http://ufcstats.com/fight-details/e4df2b73dff57d3a,2000-11-17,Josh Barnett,Gan McGee,2,16,23,1,1,0,78,3,4,1,2,0,160
http://ufcstats.com/fight-details/b85ce7371fb18305,2000-11-17,Mark Hughes,Alex Stiebling,1,6,11,1,2,0,282,1,2,0,0,0,0
http://ufcstats.com/fight-details/b85ce7371fb18305,2000-11-17,Mark Hughes,Alex Stiebling,2,3,8,1,2,0,285,3,5,0,0,0,0
http://ufcstats.com/fight-details/4aef975838bc19ec,2000-11-17,Ben Earwood,Chris Lytle,1,3,5,1,1,0,287,1,1,0,0,0,0
http://ufcstats.com/fight-details/4aef975838bc19ec,2000-11-17,Ben Earwood,Chris Lytle,2,2,4,1,1,0,300,1,2,0,0,0,0
http://ufcstats.com/fight-details/53a736ebc356cc4a,2000-12-16,Pat Miletich,Kenichi Yamamoto,1,11,19,2,2,0,201,1,5,0,2,0,1
http://ufcstats.com/fight-details/53a736ebc356cc4a,2000-12-16,Pat Miletich,Kenichi Yamamoto,2,5,9,1,1,0,62,2,2,0,2,0,0
http://ufcstats.com/fight-details/9ea4087371f7a892,2000-12-16,Chuck Liddell,Jeff Monson,1,11,22,0,0,0,45,2,6,1,8,0,59
http://ufcstats.com/fight-details/9ea4087371f7a892,2000-12-16,Chuck Liddell,Jeff Monson,2,12,28,0,0,0,27,3,8,0,5,0,4
http://ufcstats.com/fight-details/9ea4087371f7a892,2000-12-16,Chuck Liddell,Jeff Monson,3,19,27,0,0,0,28,1,6,0,4,0,0
http://ufcstats.com/fight-details/a38ec65ac140fcf8,2001-02-23,Jens Pulver,Caol Uno,1,4,11,0,0,0,16,8,10,1,5,0,81
