fighter,weight_class,n_fights,avg_SIG_STR_pct,avg_SIG_STR_landed,avg_TD_pct,avg_TD_landed,avg_SUB_ATT,ko_finish_rate,cluster_id,style
Christian Leroy Duncan,Middleweight,9,0.57,4.43,0.16,0.33,0.0,0.8333333333333334,4,Pressure Striker
Christian Morecraft,Heavyweight,4,0.383,25.0,0.72,1.3333,1.0,0.0,1,Submission Grappler
Christian Rodriguez,Featherweight,6,0.5,3.85,0.4,1.75,1.1,0.0,1,Submission Grappler
Christos Giagos,Lightweight,13,0.41,3.03,0.36,2.84,0.4,0.16666666666666666,2,Well-Rounded
Ciryl Gane,Heavyweight,13,0.61,5.29,0.25,0.68,0.6,0.4,4,Pressure Striker
Cj Vergara,Flyweight,8,0.56,5.02,0.0,0.0,0.2,0.5,4,Pressure Striker
Claude Patrick,Welterweight,4,0.583,21.6667,0.633,2.6667,1.0,0.0,3,Wrestler/Grappler
Claudia Gadelha,Women's Strawweight,11,0.41,3.4,0.45,3.13,0.7,0.0,3,Wrestler/Grappler
Claudio Puelles,Lightweight,8,0.46,1.54,0.33,3.29,1.0,0.0,3,Wrestler/Grappler
Claudio Ribeiro,Middleweight,4,0.51,3.59,0.5,0.56,0.0,1.0,4,Pressure Striker
Claudio Silva,Welterweight,7,0.42,2.48,0.26,2.85,1.1,0.0,1,Submission Grappler
Clay Collard,Featherweight,3,0.283,54.6667,0.413,3.3333,0.6667,0.0,0,Volume Striker
Clay Guida,Lightweight,20,0.33,2.64,0.36,3.13,0.6,0.1,2,Well-Rounded
Clay Harvison,Welterweight,3,0.48,34.5,0.5,0.5,1.0,0.0,0,Volume Striker
Clayton Carpenter,Flyweight,4,0.53,3.66,0.46,1.99,1.3,0.0,1,Submission Grappler
Clifford Starks,Middleweight,3,0.375,21.0,0.5,1.5,0.0,0.0,2,Well-Rounded
Cody Brundage,Middleweight,13,0.48,2.26,0.41,1.88,0.5,0.6,4,Pressure Striker
Cody Donovan,Light Heavyweight,4,0.64,26.6667,0.333,0.3333,0.0,1.0,4,Pressure Striker
Cody Garbrandt,Bantamweight,15,0.4,2.79,0.22,0.85,0.0,0.6666666666666666,4,Pressure Striker
Cody Gibson,Bantamweight,10,0.46,3.63,0.37,2.12,0.6,0.3333333333333333,2,Well-Rounded
Cody Mckenzie,Lightweight,5,0.235,10.5,0.267,1.3333,1.5,0.0,1,Submission Grappler
Cody Pfister,Lightweight,4,0.38,10.6667,0.57,2.3333,0.0,0.0,2,Well-Rounded
Cody Stamann,Bantamweight,10,0.46,4.32,0.37,2.17,0.0,0.14285714285714285,2,Well-Rounded
Colby Covington,Welterweight,17,0.38,3.88,0.44,3.79,0.2,0.25,3,Wrestler/Grappler
Colby Thicknesse,Bantamweight,3,0.4066,24.665,0.045,0.5,2.25,0.0,1,Submission Grappler
Cole Escovedo,Bantamweight,3,0.5,29.0,0.0,0.0,0.0,0.0,0,Volume Striker
Cole Miller,Featherweight,9,0.32,30.7368,0.182,0.4211,1.2632,0.1,1,Submission Grappler
Cole Smith,Bantamweight,3,0.33,1.63,0.3,1.5,1.0,0.0,1,Submission Grappler
Connor Matthews,Featherweight,3,0.43,4.82,0.55,3.24,0.7,0.0,3,Wrestler/Grappler
Conor Mcgregor,Lightweight,4,0.49,5.32,0.55,0.67,0.1,0.8,4,Pressure Striker
Corey Anderson,Light Heavyweight,15,0.46,4.45,0.5,4.98,0.0,0.3,3,Wrestler/Grappler
Cortney Casey,Women's Flyweight,5,0.39,4.29,0.31,0.39,0.5,0.16666666666666666,2,Well-Rounded
Cory Mckenna,Women's Strawweight,6,0.38,2.94,0.47,2.0,0.4,0.0,2,Well-Rounded
Cory Sandhagen,Bantamweight,14,0.45,4.86,0.34,1.15,0.2,0.5454545454545454,4,Pressure Striker
Costas Philippou,Middleweight,9,0.37,26.1111,0.184,0.3333,0.2222,0.5,0,Volume Striker
Court Mcgee,Welterweight,19,0.36,4.5,0.24,1.78,0.5,0.0,2,Well-Rounded
Cris Cyborg,Women's Featherweight,5,0.52,7.28,0.55,0.66,0.4,0.8181818181818182,4,Pressure Striker
Cristian Quinonez,Bantamweight,4,0.43,3.67,0.55,3.14,0.6,0.5,3,Wrestler/Grappler
Cristiano Marcello,Lightweight,4,0.383,48.0,0.083,0.3333,0.0,0.0,0,Volume Striker
Cub Swanson,Featherweight,25,0.5077,5.9643,0.4848,1.0297,0.3961,0.35,2,Well-Rounded
Cung Le,Middleweight,4,0.457,31.6667,0.333,0.6667,0.0,0.5,0,Volume Striker
Curt Warburton,Lightweight,3,0.435,31.5,0.45,2.5,1.0,0.0,3,Wrestler/Grappler
Curtis Blaydes,Heavyweight,20,0.504,14.9227,0.4698,5.1547,0.0,0.5714285714285714,3,Wrestler/Grappler
Curtis Millender,Welterweight,5,0.343,43.5,0.25,0.25,0.0,0.3333333333333333,0,Volume Striker
Cynthia Calvillo,Women's Strawweight,7,0.38,4.41,0.44,1.8,0.8,0.0,2,Well-Rounded
Cyril Asker,Heavyweight,5,0.36,13.5,0.5,1.25,0.25,0.5,2,Well-Rounded
Cyrille Diabate,Light Heavyweight,8,0.704,36.2857,0.429,0.7143,0.1429,0.25,4,Pressure Striker
Da Woon Jung,Light Heavyweight,5,0.4,3.24,0.47,1.59,0.2,0.5,2,Well-Rounded
Da'Mon Blackshear,Bantamweight,9,0.45,4.33,0.33,1.48,1.5,0.2,1,Submission Grappler
Daichi Abe,Welterweight,3,0.35,63.0,0.5,0.5,0.0,0.0,0,Volume Striker
Dalcha Lungiambula,Middleweight,5,0.45,3.07,0.45,2.14,0.0,0.5,2,Well-Rounded
Damacio Page,Bantamweight,3,0.37,20.0,0.125,0.5,0.5,0.0,0,Volume Striker
Damian Grabowski,Heavyweight,3,0.33,1.0,0.0,0.0,0.0,0.0,2,Well-Rounded
Damian Stasiak,Bantamweight,5,0.436,22.6,0.474,2.0,0.6,0.0,2,Well-Rounded
Damien Brown,Lightweight,6,0.432,39.2,0.122,0.6,0.6,0.5,0,Volume Striker
Damir Hadzovic,Lightweight,10,0.47,3.34,0.54,0.91,0.1,0.5,2,Well-Rounded
Damir Ismagulov,Lightweight,7,0.42,3.36,0.28,1.0,0.0,0.0,2,Well-Rounded
Dan Hardy,Welterweight,6,0.336,26.5556,0.194,0.3333,0.3333,0.4,0,Volume Striker
Dan Henderson,Middleweight,5,0.507,26.1765,0.232,0.8235,0.2941,0.4444444444444444,4,Pressure Striker
Dan Hooker,Lightweight,17,0.48,4.82,0.33,0.68,0.6,0.5,4,Pressure Striker
Dan Ige,Featherweight,20,0.45,3.6,0.26,0.93,0.2,0.4166666666666667,2,Well-Rounded
Dan Miller,Middleweight,6,0.342,22.75,0.286,1.25,1.25,0.0,1,Submission Grappler
Dan Moret,Lightweight,3,0.43,2.67,0.27,1.25,0.4,0.0,2,Well-Rounded
Danaa Batgerel,Bantamweight,3,0.39,5.78,0.0,0.0,0.0,1.0,4,Pressure Striker
Daniel Barez,Flyweight,3,0.49,3.65,0.28,1.93,0.6,0.0,2,Well-Rounded
Daniel Cormier,Heavyweight,6,0.52,4.25,0.44,1.95,0.5,0.42105263157894735,2,Well-Rounded
Daniel Kelly,Middleweight,10,0.377,38.2222,0.24,1.3333,0.2222,0.16666666666666666,0,Volume Striker
Daniel Lacerda,Flyweight,5,0.45,3.95,0.5,2.32,1.2,0.0,1,Submission Grappler
Daniel Marcos,Bantamweight,6,0.53,4.9,0.52,1.35,0.1,0.2,2,Well-Rounded
Daniel Omielanczuk,Heavyweight,9,0.65,35.125,0.216,0.5,0.125,0.5,4,Pressure Striker
Daniel Pineda,Featherweight,13,0.49,2.85,0.24,1.42,1.5,0.2,1,Submission Grappler
Daniel Roberts,Welterweight,7,0.227,7.6667,0.592,1.8333,1.3333,0.0,1,Submission Grappler
Daniel Rodriguez,Welterweight,12,0.49,7.2,0.5,0.51,0.1,0.3,2,Well-Rounded
Daniel Sarafian,Middleweight,5,0.6,18.8,0.2,0.2,0.4,0.5,4,Pressure Striker
Daniel Spitz,Heavyweight,4,0.35,2.6,0.66,0.74,0.0,1.0,4,Pressure Striker
Daniel Teymur,Featherweight,4,0.47,41.0,0.182,0.61,0.0,0.0,0,Volume Striker
Daniel Zellhuber,Lightweight,7,0.38,5.45,0.25,0.14,0.3,0.0,2,Well-Rounded
Danielle Taylor,Women's Strawweight,5,0.275,43.0,0.25,0.25,0.0,0.0,0,Volume Striker
Danilo Marques,Light Heavyweight,4,0.79,1.44,0.28,3.93,0.8,0.0,3,Wrestler/Grappler
Danny Castillo,Lightweight,14,0.479,31.8462,0.317,2.2308,0.2308,0.2857142857142857,0,Volume Striker
Danny Chavez,Featherweight,3,0.38,2.86,0.6,1.95,0.0,0.0,2,Well-Rounded
Danny Henry,Featherweight,3,0.53,5.85,0.33,0.89,2.7,0.0,1,Submission Grappler
Danny Martinez,Flyweight,3,0.313,46.3333,0.117,1.6667,0.0,0.0,0,Volume Striker
Danny Roberts,Welterweight,14,0.39,3.18,0.09,0.24,0.2,0.42857142857142855,2,Well-Rounded
Danny Silva,Featherweight,4,0.54,6.35,0.36,2.06,0.2,0.0,2,Well-Rounded
Daria Zhelezniakova,Women's Bantamweight,4,0.3892,20.2857,0.6667,0.2514,0.0,0.0,2,Well-Rounded
Darian Weeks,Welterweight,3,0.51,4.49,0.3,2.0,0.0,0.0,2,Well-Rounded
Darko Stosic,Light Heavyweight,4,0.46,2.61,0.38,2.26,0.0,1.0,4,Pressure Striker
Daron Cruickshank,Lightweight,12,0.388,29.0833,0.302,1.25,0.1667,0.5,0,Volume Striker
Darrell Horcher,Lightweight,3,0.423,26.3333,0.333,0.3333,0.6667,0.0,0,Volume Striker
Darrell Montague,Flyweight,3,0.255,18.0,0.25,0.5,1.0,0.0,1,Submission Grappler
Darren Elkins,Featherweight,28,0.38,3.4,0.34,2.87,1.1,0.21052631578947367,1,Submission Grappler
Darren Stewart,Light Heavyweight,3,0.45,3.05,0.45,1.75,0.1,0.4,2,Well-Rounded
Darren Till,Middleweight,4,0.46,2.3,0.46,0.55,0.0,0.3333333333333333,2,Well-Rounded
Darren Uyenoyama,Flyweight,3,0.44,11.0,0.22,0.6667,1.0,0.0,1,Submission Grappler
Darrick Minner,Featherweight,6,0.65,2.63,0.72,2.4,2.7,0.0,1,Submission Grappler
Dave Herman,Heavyweight,5,0.505,30.5,0.5,0.75,0.0,1.0,4,Pressure Striker
Davey Grant,Bantamweight,16,0.4458,16.6176,0.3733,0.9546,0.1854,0.3333333333333333,2,Well-Rounded
Davi Ramos,Lightweight,6,0.39,2.74,0.5,2.42,0.7,0.0,2,Well-Rounded
David Branch,Middleweight,9,0.415,17.0,0.348,1.75,0.0,0.25,2,Well-Rounded
David Dvorak,Flyweight,6,0.43,3.48,0.3,0.58,0.2,0.0,2,Well-Rounded
David Martinez,Bantamweight,3,0.46,4.82,0.25,0.6,0.0,0.3333333333333333,2,Well-Rounded
David Mitchell,Welterweight,5,0.415,28.25,0.29,0.75,2.0,0.0,1,Submission Grappler
David Onama,Featherweight,7,0.5,5.07,0.3,1.05,0.5,0.3333333333333333,2,Well-Rounded
David Teymur,Lightweight,6,0.442,54.6,0.322,0.8,0.0,0.4,0,Volume Striker
David Zawada,Welterweight,5,0.41,3.84,0.33,0.97,1.7,0.0,1,Submission Grappler
Deiveson Figueiredo,Bantamweight,7,0.53,2.63,0.35,1.61,1.2,0.2857142857142857,1,Submission Grappler
Demetrious Johnson,Flyweight,14,0.549,64.2353,0.473,4.2941,0.7059,0.13333333333333333,3,Wrestler/Grappler
Demian Maia,Welterweight,20,0.43,1.8,0.24,2.49,1.0,0.045454545454545456,1,Submission Grappler
Denis Tiuliulin,Middleweight,6,0.41,3.61,0.42,0.96,0.0,1.0,4,Pressure Striker
Denise Gomes,Women's Strawweight,8,0.49,4.43,0.34,1.45,0.7,0.5,4,Pressure Striker
Dennis Buzukja,Featherweight,4,0.4224,5.256,0.225,0.6173,0.196,0.6666666666666666,4,Pressure Striker
Dennis Siver,Featherweight,7,0.339,38.3,0.283,0.65,0.25,0.2727272727272727,0,Volume Striker
Denys Bondar,Flyweight,3,0.5,4.59,0.58,3.99,0.0,0.0,3,Wrestler/Grappler
Derek Brunson,Middleweight,21,0.47,3.51,0.33,3.14,0.6,0.4117647058823529,3,Wrestler/Grappler
Deron Winn,Middleweight,4,0.44,4.55,0.52,4.28,0.0,0.0,3,Wrestler/Grappler
Derrick Lewis,Heavyweight,31,0.49,2.46,0.26,0.55,0.0,0.8,4,Pressure Striker
Desmond Green,Lightweight,7,0.485,44.3333,0.333,1.0,0.0,0.3333333333333333,0,Volume Striker
Devin Clark,Light Heavyweight,15,0.54,3.03,0.32,2.17,0.1,0.125,2,Well-Rounded
Devin Powell,Lightweight,4,0.423,25.6667,0.0,0.0,0.6667,1.0,4,Pressure Striker
Devonte Smith,Lightweight,5,0.53,4.55,0.25,0.35,0.3,1.0,4,Pressure Striker
Dhiego Lima,Welterweight,10,0.39,3.12,0.34,1.26,0.6,0.25,2,Well-Rounded
Diana Belbita,Women's Flyweight,3,0.41,6.45,0.62,0.86,0.0,0.0,2,Well-Rounded
Diego Brandao,Featherweight,10,0.49,19.6667,0.412,1.6667,0.3333,0.16666666666666666,2,Well-Rounded
Diego Ferreira,Lightweight,17,0.39,4.7,0.3,0.82,0.6,0.5,2,Well-Rounded
Diego Lopes,Featherweight,8,0.47,3.83,0.5,0.88,1.4,0.5,1,Submission Grappler
Diego Nunes,Featherweight,6,0.432,49.6,0.3,1.0,0.0,0.0,0,Volume Striker
Diego Sanchez,Welterweight,10,0.38,2.73,0.24,1.57,0.9,0.2727272727272727,2,Well-Rounded
Dione Barbosa,Women's Flyweight,5,0.4496,9.8327,0.436,2.44,1.6545,0.0,1,Submission Grappler
Diyar Nurgozhay,Light Heavyweight,3,0.59,4.52,0.75,1.37,0.0,1.0,4,Pressure Striker
Dmitrii Smoliakov,Heavyweight,3,0.455,9.5,0.0,0.0,0.0,0.0,2,Well-Rounded
Domingo Pilarte,Bantamweight,3,0.47,1.31,0.42,1.2,0.8,0.0,2,Well-Rounded
Dominic Waters,Welterweight,3,0.12,6.5,0.5,2.5,0.0,0.0,2,Well-Rounded
Dominick Cruz,Bantamweight,10,0.33,3.91,0.42,2.82,0.1,0.14285714285714285,2,Well-Rounded
Dominick Reyes,Light Heavyweight,14,0.5347,8.5689,0.26,0.2578,0.2667,0.6,4,Pressure Striker
Dominique Steele,Welterweight,4,0.598,23.75,0.355,2.5,0.0,1.0,4,Pressure Striker
Don'Tale Mayes,Heavyweight,11,0.43,3.22,0.38,0.59,0.0,0.6666666666666666,4,Pressure Striker
Donald Cerrone,Welterweight,14,0.46,4.41,0.33,1.16,1.2,0.3448275862068966,1,Submission Grappler
Dong Hyun Kim,Welterweight,14,0.524,23.8235,0.446,2.1765,0.4706,0.3076923076923077,3,Wrestler/Grappler
Dong Hyun Ma,Lightweight,7,0.431,2.84,0.539,1.55,0.0,0.3333333333333333,2,Well-Rounded
Dongi Yang,Middleweight,5,0.518,47.5,0.608,1.5,0.5,1.0,4,Pressure Striker
Dooho Choi,Featherweight,8,0.53,4.41,0.37,0.75,0.8,1.0,4,Pressure Striker
Douglas Silva De Andrade,Featherweight,4,0.38,3.54,0.42,0.54,0.2,0.2857142857142857,2,Well-Rounded
Drakkar Klose,Lightweight,12,0.55,4.25,0.26,1.49,0.0,0.2222222222222222,2,Well-Rounded
Drew Dober,Lightweight,24,0.41,4.48,0.16,0.61,0.1,0.7333333333333333,4,Pressure Striker
Dricus Du Plessis,Middleweight,10,0.48,5.18,0.51,2.22,0.7,0.4444444444444444,3,Wrestler/Grappler
Duane Ludwig,Welterweight,5,0.46,38.125,0.063,0.125,0.0,0.25,0,Volume Striker
Dusko Todorovic,Middleweight,10,0.57,4.73,0.21,1.77,0.3,0.75,4,Pressure Striker
Dustin Jacoby,Light Heavyweight,14,0.48,5.4,0.25,0.32,0.0,0.6,4,Pressure Striker
Dustin Kimura,Bantamweight,5,0.238,9.75,0.125,0.75,1.75,0.0,1,Submission Grappler
Dustin Ortiz,Flyweight,14,0.447,35.6923,0.281,2.4615,0.0769,0.5,0,Volume Striker
Dustin Pague,Bantamweight,6,0.566,17.4,0.4,0.6,1.8,0.0,1,Submission Grappler
Dustin Poirier,Lightweight,20,0.5,5.24,0.35,1.15,1.2,0.5217391304347826,1,Submission Grappler
Dustin Stoltzfus,Middleweight,10,0.45,3.3,0.37,2.08,1.1,0.5,1,Submission Grappler
Dylan Andrews,Middleweight,5,0.563,14.25,0.39,1.5,0.0,1.0,4,Pressure Striker
Dylan Budka,Middleweight,3,0.38,1.06,0.38,1.93,0.4,0.0,2,Well-Rounded
Ed Herman,Light Heavyweight,9,0.48,3.31,0.47,1.96,1.0,0.3076923076923077,1,Submission Grappler
Eddie Alvarez,Lightweight,7,0.404,53.4286,0.25,1.7143,0.0,0.5,0,Volume Striker
Eddie Gordon,Middleweight,4,0.437,22.3333,0.667,1.6667,0.0,1.0,4,Pressure Striker
Eddie Wineland,Bantamweight,16,0.29,3.4,0.33,0.34,0.1,0.7272727272727273,4,Pressure Striker
Edgar Chairez,Flyweight,4,0.45,3.65,0.0,0.0,1.3,0.0,1,Submission Grappler
Edmen Shahbazyan,Middleweight,14,0.48,3.8,0.37,1.62,0.4,0.6666666666666666,4,Pressure Striker
Edson Barboza,Lightweight,24,0.44,4.14,0.5,0.43,0.1,0.5,2,Well-Rounded
Edwin Figueroa,Bantamweight,6,0.448,35.0,0.2,0.2,0.6,0.5,0,Volume Striker
Efrain Escudero,Lightweight,9,0.463,33.1818,0.286,1.0909,0.7273,0.2,0,Volume Striker
Elias Silverio,Lightweight,4,0.505,62.75,0.625,1.5,0.25,0.0,0,Volume Striker
Elias Theodorou,Middleweight,11,0.417,57.9,0.266,1.3,0.0,0.25,0,Volume Striker
Elijah Smith,Bantamweight,3,0.48,4.18,0.53,2.98,1.1,0.3333333333333333,3,Wrestler/Grappler
Eliot Marshall,Light Heavyweight,3,0.3,20.4,0.2,0.2,0.4,0.0,0,Volume Striker
Elise Reed,Women's Strawweight,8,0.53,3.41,0.6,0.46,0.0,0.0,2,Well-Rounded
Elizabeth Phillips,Women's Bantamweight,4,0.393,47.0,0.167,0.6667,0.3333,0.0,0,Volume Striker
Elizeu Zaleski Dos Santos,Welterweight,15,0.41,4.16,0.2,0.79,0.4,0.36363636363636365,2,Well-Rounded
Elves Brener,Lightweight,5,0.47,4.76,0.16,0.99,0.0,0.6666666666666666,4,Pressure Striker
Emil Meek,Welterweight,4,0.38,2.24,0.5,0.33,1.3,0.0,1,Submission Grappler
Emily Ducote,Women's Strawweight,4,0.52,7.45,0.14,0.2,0.0,0.0,2,Well-Rounded
Enrique Barzola,Featherweight,8,0.39,3.93,0.45,4.56,0.2,0.0,3,Wrestler/Grappler
Eric Mcconico,Middleweight,3,0.4631,21.8813,0.3333,0.75,0.0,0.0,2,Well-Rounded
Eric Shelton,Flyweight,6,0.416,41.2,0.448,3.4,0.2,0.0,0,Volume Striker
Eric Spicely,Middleweight,6,0.45,3.71,0.2,1.31,1.0,0.0,1,Submission Grappler
Erick Gonzalez,Lightweight,3,0.36,2.4,0.55,6.0,0.0,0.0,3,Wrestler/Grappler
Erick Montano,Welterweight,3,0.465,35.0,0.455,2.0,0.0,0.0,0,Volume Striker
Erick Silva,Welterweight,15,0.549,18.0,0.172,0.4286,0.7143,0.2857142857142857,4,Pressure Striker
Erik Perez,Bantamweight,9,0.483,31.125,0.331,2.0,0.125,0.3333333333333333,0,Volume Striker
Erik Silva,Featherweight,3,0.67,2.06,0.8,3.26,0.0,1.0,3,Wrestler/Grappler
Erin Blanchfield,Women's Flyweight,9,0.44,5.24,0.34,1.96,0.9,0.0,1,Submission Grappler
Eryk Anders,Middleweight,14,0.47,3.44,0.25,1.83,0.1,0.5555555555555556,4,Pressure Striker
Esteban Ribovics,Lightweight,7,0.3958,7.8962,0.5657,0.3442,0.1765,0.5,2,Well-Rounded
Estevan Payan,Featherweight,3,0.375,28.5,0.5,0.5,0.5,0.0,0,Volume Striker
Evan Elder,Lightweight,3,0.5,5.66,0.15,0.48,0.5,0.0,2,Well-Rounded
Fabio Cherant,Light Heavyweight,3,0.4,1.35,0.0,0.0,0.0,0.0,2,Well-Rounded
Fabio Maldonado,Light Heavyweight,9,0.536,69.1,0.25,0.4,0.5,0.4,0,Volume Striker
Fabricio Camoes,Lightweight,5,0.438,13.0,0.308,1.6,1.0,0.0,1,Submission Grappler
Fabricio Werdum,Heavyweight,14,0.52,3.61,0.31,1.71,1.1,0.2727272727272727,1,Submission Grappler
Fares Ziam,Lightweight,10,0.52,2.87,0.4,1.73,0.5,0.14285714285714285,2,Well-Rounded
Farid Basharat,Bantamweight,5,0.52,4.25,0.44,3.34,0.3,0.0,3,Wrestler/Grappler
Fatima Kline,Women's Strawweight,3,0.5,5.01,0.58,2.02,0.0,1.0,4,Pressure Striker
Felice Herrig,Women's Strawweight,10,0.37,3.84,0.28,1.08,0.8,0.0,2,Well-Rounded
Felicia Spencer,Women's Featherweight,6,0.48,3.21,0.18,1.18,0.2,0.5,4,Pressure Striker
Felipe Arantes,Bantamweight,4,0.497,30.3636,0.23,0.8182,0.6364,0.2,0,Volume Striker
Felipe Bunes,Flyweight,4,0.46,3.17,0.25,1.08,1.4,0.0,1,Submission Grappler
Felipe Colares,Featherweight,3,0.45,2.17,0.24,1.88,0.5,0.0,2,Well-Rounded
Felipe Dos Santos,Flyweight,4,0.39,3.75,0.0,0.0,0.5,0.0,2,Well-Rounded
Felipe Silva,Lightweight,3,0.22,5.5,0.0,0.0,0.0,1.0,4,Pressure Striker
Fernando Padilla,Featherweight,4,0.42,6.48,0.0,0.0,0.8,0.5,4,Pressure Striker
Forrest Griffin,Light Heavyweight,3,0.36,50.7857,0.209,0.7143,0.5714,0.1111111111111111,0,Volume Striker
Francimar Barroso,Light Heavyweight,8,0.448,30.5,0.234,2.125,0.0,0.0,0,Volume Striker
Francis Carmont,Middleweight,9,0.464,25.75,0.366,1.625,0.625,0.0,2,Well-Rounded
Francis Ngannou,Heavyweight,14,0.41,2.33,0.62,0.76,0.3,0.9090909090909091,4,Pressure Striker
Francisco Figueiredo,Flyweight,4,0.61,2.04,0.75,2.51,0.4,0.0,3,Wrestler/Grappler
Francisco Prado,Welterweight,3,0.4319,9.8385,0.152,0.7231,0.8462,1.0,4,Pressure Striker
Francisco Rivera,Bantamweight,10,0.442,36.6,0.275,0.7,0.4,0.75,4,Pressure Striker
Francisco Trevino,Lightweight,3,0.425,40.5,0.14,1.0,0.0,0.0,0,Volume Striker
Francisco Trinaldo,Welterweight,4,0.45,3.13,0.42,0.98,0.5,0.2777777777777778,2,Well-Rounded
Frank Camacho,Lightweight,5,0.46,6.56,0.31,1.11,0.0,0.5,4,Pressure Striker
Frank Mir,Heavyweight,12,0.494,13.0,0.271,0.8077,0.8077,0.3125,2,Well-Rounded
Frankie Edgar,Bantamweight,4,0.4,3.77,0.31,2.29,0.3,0.2777777777777778,2,Well-Rounded
Frankie Perez,Lightweight,4,0.533,16.0,0.193,0.6667,0.3333,1.0,4,Pressure Striker
Frankie Saenz,Bantamweight,10,0.46,3.97,0.32,1.77,0.1,0.0,2,Well-Rounded
Fredy Serrano,Flyweight,4,0.387,15.0,0.367,2.6667,0.0,1.0,4,Pressure Striker
Gabriel Benitez,Lightweight,5,0.41,5.26,0.5,0.22,0.9,0.42857142857142855,2,Well-Rounded
Gabriel Bonfim,Welterweight,7,0.46,4.61,0.55,3.6,1.4,0.0,3,Wrestler/Grappler
Gabriel Gonzaga,Heavyweight,12,0.54,13.7143,0.42,1.0952,0.5238,0.5833333333333334,4,Pressure Striker
Gabriel Miranda,Featherweight,3,0.43,3.23,0.38,4.75,1.9,0.0,3,Wrestler/Grappler
Gabriel Santos,Featherweight,4,0.6,4.35,0.54,3.8,1.2,0.0,3,Wrestler/Grappler
Gabriella Fernandes,Women's Flyweight,6,0.46,3.51,0.18,0.42,0.2,0.0,2,Well-Rounded
Gadzhimurad Antigulov,Light Heavyweight,6,0.56,2.89,0.42,8.4,2.8,0.0,3,Wrestler/Grappler
Garett Whiteley,Lightweight,3,0.43,25.5,0.0,0.0,1.0,0.0,0,Volume Striker
Garreth Mclellan,Middleweight,5,0.525,44.75,0.163,1.0,0.75,1.0,4,Pressure Striker
Garrett Armfield,Bantamweight,4,0.53,5.35,0.5,1.1,0.6,0.5,4,Pressure Striker
Gasan Umalatov,Welterweight,4,0.403,32.0,0.13,1.0,0.0,0.0,0,Volume Striker
Gaston Bolanos,Bantamweight,4,0.49,3.28,1.0,0.66,0.0,0.0,2,Well-Rounded
Gauge Young,Lightweight,3,0.5199,44.4733,0.2,0.6667,0.0,0.0,0,Volume Striker
Gavin Tucker,Featherweight,7,0.44,4.29,0.44,3.13,1.5,0.0,1,Submission Grappler
Geane Herrera,Flyweight,4,0.46,20.0,0.5,0.6667,0.6667,1.0,4,Pressure Striker
Gegard Mousasi,Middleweight,11,0.505,37.8182,0.341,0.8182,0.2727,0.5,0,Volume Striker
Genaro Valdez,Lightweight,3,0.3,4.08,0.44,1.54,0.4,1.0,4,Pressure Striker
Geoff Neal,Welterweight,14,0.5,5.02,0.45,0.54,0.1,0.6666666666666666,4,Pressure Striker
George Roop,Bantamweight,6,0.362,35.3333,0.326,0.6667,0.0833,0.4,0,Volume Striker
George Sotiropoulos,Lightweight,6,0.329,23.1,0.394,1.6,1.2,0.14285714285714285,1,Submission Grappler
George Sullivan,Welterweight,7,0.463,38.6667,0.3,1.0,0.5,0.3333333333333333,0,Volume Striker
Gerald Harris,Middleweight,3,0.323,16.0,0.5,2.0,0.0,1.0,4,Pressure Striker
Gerald Meerschaert,Middleweight,26,0.4488,4.6509,0.288,1.717,1.4906,0.08333333333333333,1,Submission Grappler
Germaine De Randamie,Women's Bantamweight,9,0.46,2.57,0.0,0.0,0.4,0.4444444444444444,4,Pressure Striker
Gian Villante,Heavyweight,3,0.44,4.38,0.23,0.45,0.0,0.5,4,Pressure Striker
Giga Chikadze,Featherweight,12,0.42,3.75,0.33,0.18,0.2,0.375,2,Well-Rounded
Gilbert Burns,Welterweight,15,0.4781,4.8939,0.3546,2.0401,0.4812,0.25,2,Well-Rounded
Gilbert Urbina,Welterweight,3,0.56,5.57,0.44,2.86,0.7,1.0,4,Pressure Striker
Gillian Robertson,Women's Strawweight,7,0.48,2.71,0.4,2.76,0.9,0.23076923076923078,3,Wrestler/Grappler
Gina Mazany,Women's Flyweight,3,0.5,3.73,0.52,4.34,0.2,0.5,3,Wrestler/Grappler
Glaico Franca,Lightweight,3,0.54,31.0,0.42,4.0,0.5,0.0,3,Wrestler/Grappler
Gleison Tibau,Lightweight,18,0.361,21.2222,0.497,3.1111,0.6296,0.0625,3,Wrestler/Grappler
Gloria De Paula,Women's Strawweight,4,0.53,4.89,0.37,0.74,0.5,0.0,2,Well-Rounded
Glover Teixeira,Light Heavyweight,23,0.49,3.73,0.33,2.11,0.9,0.42105263157894735,2,Well-Rounded
Godofredo Pepey,Featherweight,11,0.402,18.4,0.1,0.2,0.8,0.2,2,Well-Rounded
Grant Dawson,Lightweight,9,0.52,3.21,0.39,3.81,1.1,0.16666666666666666,3,Wrestler/Grappler
Gray Maynard,Lightweight,8,0.379,25.2632,0.45,2.6316,0.6316,0.09090909090909091,3,Wrestler/Grappler
Greg Hardy,Heavyweight,9,0.5,4.79,0.33,0.2,0.0,0.8333333333333334,4,Pressure Striker
Greg Soto,Welterweight,3,0.615,45.5,0.21,1.5,0.5,0.0,0,Volume Striker
Gregor Gillespie,Lightweight,8,0.52,3.74,0.48,6.86,0.8,0.5,3,Wrestler/Grappler
