fighter,glicko_rating,glicko_rd,glicko_sigma
Fares Ziam,1901.7489324344306,133.40285333617092,0.0599968131582032
Neil Magny,1901.0451210716749,81.6998016660104,0.05999601128355168
Chad Mendes,1898.9864795501894,113.8872419136567,0.059992204396550446
Rizvan Kuniev,1897.7216240772177,293.4987690387093,0.06000625330617076
Daniel Rodriguez,1897.1660701177452,108.75127783065993,0.06000154551400312
Rafael Dos Anjos,1896.9446999722318,83.7383229528988,0.05999767048148023
Robbie Lawler,1896.6872350257645,105.22267976405332,0.06000621293102735
Michael Chiesa,1895.787648333947,94.0654113635059,0.05999277972430651
Joseph Benavidez,1894.8551002161978,100.152707893415,0.05999152414235962
Drakkar Klose,1893.993714905295,122.29354191647262,0.05999409328346414
Michael Bisping,1893.9598738271643,106.4623928899968,0.060002613177770094
Josh Emmett,1893.3183816792402,101.9055832578378,0.06000399126133328
King Green,1892.5336320290237,144.5983538658663,0.06000814361041717
Joaquin Buckley,1891.2884923786278,105.80332828405635,0.06000644976928198
Raoni Barcelos,1890.693263233163,116.19184083237859,0.060003319052128634
Melquizael Costa,1886.8670105058814,126.75653229402673,0.05999822659678884
Anthony Pettis,1886.0623932179717,95.10379421669538,0.06000393708422147
Jared Cannonier,1885.6386774131793,99.88062343137194,0.06001159759368569
Gilbert Burns,1885.5607389003562,90.89791088841098,0.0599951944117115
Daniel Marcos,1885.516758306875,151.23856683680398,0.05999655207995321
Vicente Luque,1883.858277403639,90.35179683684659,0.060001045726701285
Jimmie Rivera,1881.8453613752158,117.68145467553892,0.05999785470851986
Cris Cyborg,1880.7006110194498,159.55202093706475,0.0599944939746849
Tyrell Fortune,1880.48827502996,286.21614111402636,0.0600028210341452
Brandon Moreno,1878.563073992766,104.4015846301283,0.060017511114948525
Marlon Moraes,1877.7380293906951,121.32017169435058,0.060008822691513926
Nurullo Aliev,1875.3288731041985,209.57911060257985,0.05999872157948905
Rafael Fiziev,1875.2086671536958,113.26280777295678,0.05999979566641331
Julianna Pena,1874.2395224883503,123.46183699837351,0.05999855919670454
Bogdan Guskov,1874.236371338961,157.9174838661899,0.05999783396958389
Jasmine Jasudavicius,1873.287340749473,119.96705472040719,0.059993451422545356
Shara Magomedov,1873.2268824527102,163.98246174439092,0.05999670719760694
Asu Almabayev,1873.1136361287722,147.35697399038966,0.059996534914368176
Nate Diaz,1872.6005627472894,108.71537311535116,0.060014503914057445
Askar Askarov,1872.5414918192967,172.36732374120746,0.06000171838739408
Frankie Edgar,1871.2144059308137,95.11290569910946,0.059991703132249885
Ryan Bader,1869.4099822321227,109.8447845603369,0.06000510532189879
Chris Gutierrez,1868.9693014218992,116.20560148347576,0.05999390837513915
John Lineker,1868.8993603791325,108.06327506510922,0.05999343661004941
Derrick Lewis,1867.5236495420813,85.96083008917441,0.05999587865361015
Jairzinho Rozenstruik,1867.2670981079611,102.95509742857433,0.05999099665955178
Manel Kape,1864.5234367576218,134.35491678140315,0.059997842888115195
Jorge Masvidal,1864.5048526463406,97.66435627130734,0.06000082279043162
Ronda Rousey,1863.2469681652021,150.7205486596278,0.05999847778428923
Vincente Luque,1862.3411834089543,286.15380969327464,0.06000245466442967
Jacobe Smith,1860.8952027128576,203.22718625681142,0.0599983048644959
Ryan Hall,1859.8239252353585,165.35544524009924,0.05999663601604856
Alistair Overeem,1859.7480799734935,97.69757604409136,0.060006237192373864
Steve Garcia,1859.3434819523293,127.32470950667123,0.05999841069160763
Luke Rockhold,1859.0372719490595,128.08662731663628,0.06000865752104641
Brando Pericic,1858.913598925782,215.36527547350045,0.05999859093531985
Ricardo Lamas,1858.8814890405665,106.98591418231888,0.059996976863702096
Norma Dumont,1857.527640361428,119.10897971586083,0.06000430818564579
Geoff Neal,1857.1643683864222,106.99237482505946,0.05999750846962314
Shane Burgos,1856.2699232678967,122.5947886393476,0.059994942478885024
Randy Brown,1855.621552501507,94.0064767964484,0.06000391320172914
Darren Till,1855.0484964401314,119.17565313097235,0.05999911496771702
Demian Maia,1854.5766594032775,91.78266844932855,0.059993808735122396
Dan Hooker,1854.4421694343255,92.3650999916842,0.06000223161060753
Chris Padilla,1853.8140080856456,179.0740398053571,0.059995124519377226
Donald Cerrone,1852.5154302267792,83.16753293522527,0.060003752710134806
Andre Lima,1850.6072410919667,211.44580799687188,0.059997223490616425
Stephen Thompson,1849.7873690853644,95.35754307888405,0.06000057571729129
Chris Weidman,1849.422663168472,103.16396394108227,0.060006648287697216
Ruslan Magomedov,1848.792270252641,214.16909365226223,0.059998065850584176
