fighter,cardio_score,late_finish_rate_for,late_finish_rate_against,early_finish_rate_for,early_finish_rate_against,output_drop_per_rd,accuracy_drop_per_rd,td_def_drop_per_rd,degradation_score
Michel Prazeres,0.8809523809523808,0.3333333333333333,0.0,0.6666666666666666,1.0,1.2500000000000007,-0.07427268048965398,-0.16666666666666635,-0.0954
Yan Cabral,0.9333333333333332,0.0,1.0,1.0,0.0,-3.4999999999999973,-0.13472222222222213,0.0,-0.2519
Iliarde Santos,0.6666666666666666,0.0,0.0,0.0,1.0,8.249999999999998,-0.0108345436379181,0.0,0.2011
Alan Patrick,0.7777777777777778,0.0,0.3333333333333333,1.0,0.6666666666666666,-2.5555555555555536,-0.019907726018837144,-0.05555555555555547,-0.0737
Daniel Cormier,0.6666666666666664,0.2857142857142857,1.0,0.7142857142857143,0.0,-2.184615384615382,0.014832208944145536,-0.3166666666666665,-0.1116
Gilbert Melendez,0.9142857142857144,0.0,0.0,0.0,1.0,-1.0428571428571416,-0.013505108319464597,0.16666666666666646,0.021
Jeremy Larsen,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,-5.7499999999999964,0.3140415785764621,0.0,0.3158
Al Iaquinta,0.7999999999999999,0.25,0.0,0.75,1.0,3.3166666666666664,0.09633778142872453,0.17857142857142863,0.1955
Rosi Sexton,1.0,0.0,0.0,0.0,0.0,5.000000000000001,0.005091207857907821,0.0,0.1453
Bradley Scott,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorge Masvidal,0.7969696969696969,0.1428571428571428,0.0,0.8571428571428571,1.0,-3.433333333333331,0.03721157347401858,0.00030952380952371794,-0.0187
Bobby Green,0.7649122807017543,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0
Neil Magny,0.726126126126126,0.6,0.1,0.4,0.9,4.107142857142857,0.04357898716260294,-0.038888888888888966,0.0962
Derek Brunson,0.5746031746031746,0.2222222222222222,0.1666666666666666,0.7777777777777778,0.8333333333333334,1.081818181818183,-0.029454271407324407,0.0,0.0036
Rafael Feijao,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Maria,0.8333333333333333,0.0,0.5,0.0,0.5,-9.749999999999996,-0.044047619047619,0.0,-0.276
Adriano Martins,0.6666666666666666,0.0,0.5,1.0,0.5,-1.4999999999999984,0.1321524966261808,0.0,0.1656
Santiago Ponzinibbio,0.8,0.5,0.5,0.5,0.5,4.533333333333334,0.02040352297585987,-0.055555555555555435,0.0767
Tim Elliott,0.8030303030303031,0.0,0.2,1.0,0.8,-1.0499999999999987,-0.038768613170288166,-0.015608465608465547,-0.0554
Jason High,0.6666666666666667,0.0,0.0,1.0,1.0,-1.9999999999999991,0.013125763125763154,0.0,-0.0112
Julianna Pena,0.6277777777777779,0.0,0.0,1.0,1.0,5.889999999999997,0.05753044475345809,-0.3809523809523809,0.038
Chris Holdsworth,0.8333333333333333,0.0,0.0,1.0,0.0,-5.9999999999999964,0.020458658988070713,0.0,-0.0968
Jessamyn Duke,0.8333333333333334,0.0,0.0,0.0,1.0,6.500000000000003,0.036688359233407276,0.0,0.225
Jared Rosholt,0.8333333333333333,1.0,0.0,0.0,1.0,0.28571428571428786,0.045515204443775895,0.0,0.0884
Sean Spencer,0.9583333333333331,0.0,0.6666666666666666,0.0,0.3333333333333333,3.000000000000001,0.03926124666678732,5.2497644581201395e-17,0.0858
Joshua Sampo,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roxanne Modafferi,0.861111111111111,0.0,0.0,1.0,0.0,0.8500000000000014,0.010545250013551036,-0.24999999999999978,-0.0477
Richie Vaculik,0.6666666666666666,0.0,0.5,0.0,0.5,-4.666666666666662,-0.09082244008714586,-0.41666666666666646,-0.2779
Bruno Santos,1.0,0.0,0.0,0.0,0.0,-2.9999999999999982,-0.13614718614718602,0.016666666666666607,-0.1671
Ben Wall,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Abel Trujillo,0.7333333333333333,0.0,0.5,1.0,0.5,-3.0555555555555545,0.03466233965786247,0.0939078282828282,0.0122
Josh Barnett,0.5866666666666667,0.5,0.0,0.5,1.0,5.085714285714283,-0.0506903814804534,0.3208333333333331,0.1294
Chris Weidman,0.6333333333333333,0.1428571428571428,0.4285714285714285,0.8571428571428571,0.5714285714285714,-2.2533333333333307,-0.009688574131155793,0.04761904761904767,-0.0294
Tarec Saffiedine,0.9333333333333332,0.0,1.0,0.0,0.0,0.8500000000000019,-0.01651427029505628,0.361111111111111,0.105
Tatsuya Kawajiri,0.9444444444444444,0.0,0.0,1.0,0.0,-5.499999999999996,0.004632243762678579,0.1875,-0.0273
Kiichi Kunimoto,0.7333333333333333,0.0,1.0,1.0,0.0,-1.1666666666666659,0.12698412698412698,-5.551115123125783e-17,0.1003
Kyung Ho Kang,0.8461538461538461,0.25,0.0,0.75,0.0,0.8181818181818193,-0.052614400556000446,0.22166666666666637,0.0306
Royston Wee,0.7777777777777778,0.0,0.0,0.0,0.0,-0.999999999999999,-0.20382687487950635,0.0,-0.2877
Mairbek Taisumov,0.7037037037037037,0.0,0.0,1.0,0.0,-2.5833333333333335,0.11727110921752443,0.0,0.1191
Dustin Kimura,0.7333333333333333,0.5,0.0,0.5,1.0,0.6666666666666675,-0.000740970499034967,0.0,0.0335
Leandro Issa,0.8,1.0,0.0,0.0,1.0,-3.3999999999999977,-0.040971471186691345,0.0,-0.1197
Katsunori Kikuno,0.5333333333333333,0.0,0.0,1.0,1.0,-10.749999999999995,0.05355796773707219,0.0,-0.1648
Trevor Smith,0.8333333333333334,0.0,0.3333333333333333,0.0,0.6666666666666666,2.0872192862952944e-15,0.03342962267463511,5.551115123125783e-17,0.0325
Isaac Vallie-Flagg,1.0,0.0,0.0,0.0,0.0,-0.8749999999999964,-0.036561595545107343,0.0,-0.0531
Luke Rockhold,0.4727272727272727,0.2,0.25,0.8,0.75,3.085714285714286,0.11619300924865646,0.0,0.2533
Yoel Romero,0.8871794871794871,0.8571428571428571,0.0,0.1428571428571428,0.0,1.800000000000001,0.054992875649452135,0.1666666666666668,0.1297
Lorenz Larkin,0.7666666666666666,0.0,0.0,1.0,0.0,2.642857142857143,0.026489223960067938,0.08333333333333331,0.0926
Alptekin Ozkilic,0.8333333333333333,0.0,0.5,0.0,0.5,3.833333333333337,-0.016395107299137766,0.0,0.0876
Walt Harris,0.4933333333333332,0.0,0.0,1.0,1.0,-3.999999999999999,-0.039325532650350464,-0.25396825396825384,-0.1724
Junior Hernandez,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Sullivan,0.7142857142857143,0.0,0.25,1.0,0.75,-4.299999999999998,0.03413299888160734,-0.16666666666666666,-0.0839
Clint Hester,0.7619047619047619,0.5,0.0,0.5,1.0,4.499999999999999,0.022535549566938946,0.5624999999999998,0.2579
Anthony Rocco Martin,0.8974358974358974,0.75,0.0,0.25,1.0,-0.2857142857142843,0.0353926832408692,-0.04999999999999995,0.0153
Douglas Silva de Andrade,0.7857142857142857,0.3333333333333333,0.0,0.6666666666666666,1.0,1.4583333333333337,-0.0009319403316265801,0.23809523809523814,0.0934
Zach Makovsky,0.9047619047619048,0.0,0.0,0.0,0.0,0.14285714285714377,0.04656481908251038,-0.13333333333333308,0.0082
Ernest Chavez,0.7777777777777778,0.0,0.5,0.0,0.5,-2.2499999999999973,-0.013233514821536563,0.0,-0.0537
Cody Gibson,0.7333333333333333,0.0,0.0,1.0,1.0,-3.1428571428571415,0.0118057799747348,-0.049999999999999975,-0.0521
Sai Wang,0.6666666666666666,0.0,0.0,0.0,0.0,1.0000000000000016,-0.0723138491389764,0.0,-0.0577
Albert Cheng,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jumabieke Tuerxun,0.7777777777777778,0.0,0.5,0.0,0.5,-2.7499999999999973,0.06144067796610174,-0.24999999999999983,-0.0582
Kazuki Tokudome,0.9166666666666666,0.0,0.0,0.0,1.0,-1.1249999999999982,-0.06263512814299914,0.16666666666666646,-0.0256
Igor Araujo,0.9166666666666666,0.0,0.0,0.0,1.0,0.2500000000000008,0.010876494950905088,0.0,0.0396
Renee Forte,0.8333333333333334,0.0,0.5,0.0,0.5,1.500000000000001,0.07274355761197866,-0.17499999999999988,0.0419
Raquel Pennington,0.9298245614035088,0.0,1.0,1.0,0.0,2.2722222222222235,8.240194042923881e-05,0.1370370370370371,0.0779
Ovince Saint Preux,0.619047619047619,0.0909090909090909,0.125,0.9090909090909092,0.875,0.9777777777777779,0.03512563073956995,0.031111111111111107,0.0588
Francimar Barroso,0.9583333333333331,0.0,0.0,0.0,1.0,-0.9999999999999973,0.0011380999618684773,0.20833333333333334,0.0474
Alan Omer,1.0,0.0,1.0,0.0,0.0,-5.4999999999999964,0.12369424054206667,0.24999999999999986,0.1008
Richard Walsh,0.8888888888888888,0.0,0.0,0.0,1.0,-1.5999999999999954,0.044694074453930574,0.2395833333333334,0.0871
Nordine Taleb,0.6944444444444445,0.0,0.0,1.0,1.0,-3.7222222222222197,0.042794826559123575,0.3333333333333332,0.0787
Chad Laprise,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,1.0,1.200000000000001,0.041530435599468715,-0.3333333333333328,-0.0378
Sarah Kaufman,0.8888888888888888,0.0,0.0,0.0,1.0,-7.624999999999996,0.031122109100050303,-0.3749999999999998,-0.2004
Sheldon Westcott,0.6666666666666666,0.0,0.0,1.0,1.0,-5.499999999999998,-0.19862504645113335,0.0,-0.3883
Estevan Payan,0.7777777777777777,0.0,0.5,0.0,0.5,-3.749999999999996,-0.014129389129389103,0.0,-0.0909
Mirsad Bektic,0.7,0.0,0.3333333333333333,1.0,0.6666666666666666,-4.214285714285713,-0.12692725572010174,0.0,-0.2582
Derrick Lewis,0.5806451612903226,0.3333333333333333,0.2,0.6666666666666666,0.8,2.7249999999999983,0.03067275131191075,0.2917261904761902,0.1584
Jordan Mein,0.7777777777777777,0.0,0.0,1.0,1.0,-12.428571428571425,-0.18158392885366562,0.3749999999999994,-0.2554
Dustin Ortiz,0.8809523809523808,0.6666666666666666,0.0,0.3333333333333333,1.0,2.2916666666666683,-0.007373680484073326,0.14583333333333334,0.0739
Chris Beal,0.9333333333333332,0.0,1.0,1.0,0.0,-0.9999999999999984,-0.00014068125725346102,-0.3888888888888884,-0.1275
Kyoji Horiguchi,0.9,0.3333333333333333,1.0,0.6666666666666666,0.0,4.2555555555555555,-0.02235878964847811,0.6041666666666664,0.2247
Anthony Lapsley,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Justin Salas,0.5714285714285714,0.0,0.0,1.0,1.0,0.16666666666666752,0.07287940379403794,0.0,0.1234
David Michaud,0.7777777777777777,0.0,1.0,0.0,0.0,-1.8333333333333313,0.03263568868407584,-0.23333333333333323,-0.0653
Elias Silverio,1.0,1.0,1.0,0.0,0.0,-2.8999999999999964,-0.04976667151658376,0.16666666666666674,-0.0421
Kevin Souza,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricardo Abreu,0.8333333333333333,0.0,0.0,1.0,0.0,-1.5000000000000009,0.18255295429208468,0.0,0.2354
Vitor Miranda,0.8095238095238094,0.0,0.0,1.0,0.0,3.166666666666666,0.06851423908972258,0.2708333333333332,0.1943
Marcio Alexandre Junior,1.0,0.0,1.0,0.0,0.0,-3.166666666666664,-0.1421403583922324,-0.08333333333333329,-0.2044
Marcos Rogerio de Lima,0.5098039215686274,0.0,0.0,1.0,1.0,-10.21428571428571,-0.04916589269940951,-0.24999999999999978,-0.2795
Pedro Munhoz,0.7433333333333334,0.0,0.0,1.0,0.0,-1.1999999999999975,-0.01821539847699791,0.17750000000000002,0.0173
Nick Hein,0.875,0.0,0.0,0.0,1.0,3.000000000000001,-0.021647230930090067,0.0,0.0604
Magnus Cedenblad,0.6666666666666666,0.0,0.0,1.0,1.0,0.699999999999999,0.0032513782513781675,0.0,0.0398
Peter Sobotta,0.8148148148148148,0.0,0.5,1.0,0.5,-3.374999999999998,-0.041661435937151076,0.4999999999999994,0.0548
Viktor Pesta,0.8,0.0,0.3333333333333333,0.0,0.6666666666666666,-1.999999999999999,-0.074810606060606,0.0,-0.133
Tom Niinimaki,0.5833333333333334,0.0,0.0,0.0,1.0,-3.4999999999999982,0.018092105263157944,-5.551115123125783e-17,-0.0375
Yaotzin Meza,0.8333333333333334,0.0,0.0,1.0,1.0,-1.5833333333333321,-0.10587580061264261,0.0,-0.166
Jon Tuck,0.8518518518518517,0.3333333333333333,0.0,0.6666666666666666,0.0,0.7142857142857152,0.0008671387843460539,0.0,0.0368
Patrick Cummins,0.641025641025641,0.0,0.0,1.0,1.0,-1.3124999999999973,0.021836194619120924,-0.45833333333333265,-0.1324
Bobby Voelker,0.75,0.0,0.0,0.0,1.0,0.6250000000000014,0.05919118236731305,0.0,0.1155
Jason Saggo,0.7222222222222222,0.0,0.0,1.0,1.0,2.999999999999999,0.00859833407047035,-0.27777777777777746,-0.0233
Kajan Johnson,0.8095238095238095,1.0,0.5,0.0,0.5,-2.8333333333333304,0.004286690475511453,0.13541666666666657,-0.0002
Andrei Arlovski,0.7234567901234568,0.0,0.125,1.0,0.875,-0.7428571428571418,-0.011162499802889721,-0.1302469135802469,-0.0584
Valerie Letourneau,1.0,0.0,1.0,0.0,0.0,2.2333333333333343,-0.02020017396241397,0.4999999999999999,0.1641
Jake Matthews,0.7391304347826086,0.25,0.4,0.75,0.6,-0.8333333333333317,0.023948054655032348,0.2666666666666666,0.088
Ray Borg,0.9444444444444444,0.5,1.0,0.5,0.0,1.2181818181818187,0.03829662837404417,0.1883333333333333,0.1113
Chris Indich,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Dan Hooker,0.6972222222222223,0.1111111111111111,0.1666666666666666,0.8888888888888888,0.8333333333333334,-0.22666666666666627,0.03581907981226326,-0.0449735449735449,0.018
Aleksei Oleinik,0.5254901960784314,0.0,0.0,1.0,1.0,-5.249999999999997,-0.04629582820012858,1.1102230246251565e-16,-0.1249
Joe Ellenberger,1.0,0.0,1.0,0.0,0.0,-2.999999999999998,-0.010562354312354229,0.0,-0.068
Luke Zachrich,0.5555555555555555,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Corey Anderson,0.7855555555555556,0.0,0.5,1.0,0.5,-5.45454545454545,0.02250705542112938,0.0,-0.0809
Dhiego Lima,0.6136363636363636,0.0,0.0,1.0,1.0,1.4166666666666672,-0.027025211485904515,-0.1749999999999997,-0.0516
Justin Scoggins,0.7037037037037037,0.0,0.0,1.0,1.0,-3.7499999999999982,0.0973430019440774,-0.12916666666666643,-0.0059
Jesse Ronson,0.7777777777777778,0.0,0.0,1.0,1.0,-5.749999999999998,0.00849032370031713,-0.10416666666666642,-0.1126
Patrick Walsh,1.0,0.0,0.0,0.0,0.0,-1.7499999999999976,-0.026713564213564175,0.0,-0.0604
Sarah Moras,0.8148148148148148,0.5,0.0,0.5,1.0,-2.7499999999999982,0.06021226936935611,0.3749999999999997,0.1224
Claudia Gadelha,0.8787878787878788,0.0,0.0,1.0,0.0,0.6600000000000013,0.006357191573467968,0.2222222222222218,0.0827
Yosdenis Cedeno,0.8333333333333333,0.0,0.0,1.0,0.0,-2.1666666666666643,-0.032966731764141506,-0.31249999999999983,-0.1543
Hugo Viana,0.6666666666666666,0.0,0.5,1.0,0.5,-0.7499999999999977,-0.0051495029197612535,-4.163336342344337e-17,-0.0151
Ilir Latifi,0.7083333333333333,0.0,0.0,1.0,1.0,1.333333333333334,0.1004267987009341,0.0,0.1895
Cathal Pendred,0.8333333333333334,0.0,0.0,1.0,1.0,1.0000000000000013,-0.027897356415467346,0.0,0.0038
Neil Seery,0.9523809523809524,0.0,1.0,1.0,0.0,-1.6428571428571392,-0.014229681644614493,-0.19285714285714262,-0.0938
Paddy Holohan,0.7999999999999999,0.0,0.0,0.0,1.0,1.2500000000000007,-0.11407399441655328,0.0,-0.1095
Juliana Lima,0.9523809523809524,0.0,0.0,0.0,1.0,0.714285714285715,-0.043937732224850236,-0.1249999999999999,-0.0638
Hernani Perpetuo,1.0,0.0,0.0,0.0,0.0,-1.7499999999999982,-0.0024383511225615703,0.0,-0.0268
Josh Thomson,0.9166666666666666,0.0,0.0,1.0,0.0,-0.6999999999999993,0.022541977746312135,0.0,0.033
Akbarh Arreola,0.5833333333333333,0.0,0.0,1.0,1.0,-4.333333333333332,0.09650878836925346,0.0,0.0484
Andreas Stahl,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Shawn Jordan,0.6333333333333332,0.1666666666666666,0.0,0.8333333333333334,1.0,3.7499999999999964,0.0946746450007319,0.0,0.2395
Nolan Ticman,1.0,0.0,0.0,0.0,0.0,3.0000000000000004,-0.00259115884115875,-0.06249999999999988,0.029
Chas Skelly,0.7222222222222222,0.0,1.0,1.0,0.0,-3.0499999999999985,-0.07105749772770142,-0.04999999999999965,-0.1272
Beneil Dariush,0.5946666666666667,0.0,0.0,1.0,1.0,-3.4374999999999973,0.08984729856539933,0.21666666666666656,0.0928
Aaron Phillips,0.9166666666666666,0.0,0.0,0.0,1.0,-2.833333333333331,0.05788222194472199,-0.26587301587301565,-0.0674
James Vick,0.5857142857142856,0.25,0.0,0.75,1.0,1.1428571428571443,0.028588907288518536,0.3194444444444444,0.1392
Wilson Reis,0.7384615384615383,0.0,0.3333333333333333,1.0,0.6666666666666666,8.881784197001252e-16,0.06146778601862844,-0.37499999999999956,-0.0506
Alberto Mina,0.7499999999999999,0.0,0.0,1.0,0.0,-1.2499999999999967,0.10875392119957333,0.0,0.1392
An Ying Wang,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yao Zhikui,0.8333333333333333,0.0,0.0,0.0,1.0,-0.33333333333333215,0.003251934235976821,0.0,0.015
Elizabeth Phillips,1.0,0.0,0.0,0.0,0.0,-5.3749999999999964,-0.04342356924593756,-0.4166666666666661,-0.2454
Zhang Lipeng,0.3333333333333333,0.0,0.0,0.0,0.0,-0.8749999999999991,-0.026695394066717556,-0.18333333333333318,-0.0903
Ning Guangyou,0.3124999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bethe Correia,0.8606060606060606,0.0,0.6666666666666666,1.0,0.3333333333333333,6.4090909090909065,0.006700151978297711,0.19444444444444442,0.1667
Yancy Medeiros,0.6571428571428571,0.2,0.0,0.8,1.0,-2.9999999999999973,0.09237138408181987,-0.2053571428571428,-0.0207
Chris Wade,0.7142857142857143,0.0,0.0,1.0,0.0,-2.299999999999998,-0.057227212724170085,-0.10833333333333328,-0.1194
Ruan Potts,0.5555555555555555,0.0,0.0,0.0,1.0,-5.499999999999998,-0.23647186147186144,0.0,-0.4407
Sean Soriano,0.8,0.0,0.3333333333333333,0.0,0.6666666666666666,-8.999999999999996,0.10978034792127742,-0.2599999999999999,-0.1163
Jessica Andrade,0.6466666666666665,0.0,0.0,1.0,1.0,2.865000000000001,-0.030768783880383573,-0.3333333333333331,-0.0779
Leonardo Santos,0.6666666666666666,0.0,0.0,1.0,1.0,-2.944444444444443,0.07643429072251566,-0.2366071428571428,-0.0436
Antonio Silva,0.4133333333333334,0.3333333333333333,0.0,0.6666666666666666,1.0,3.9499999999999984,0.10966731502101676,0.0,0.265
Hyun Gyu Lim,0.6190476190476192,0.0,0.0,1.0,1.0,-3.399999999999997,-0.0854606910158747,-0.24007936507936503,-0.2013
Michinori Tanaka,1.0,0.0,0.0,0.0,0.0,4.4,0.01963550890021481,-0.16666666666666652,0.0416
Maximo Blanco,0.7037037037037037,0.0,0.0,1.0,1.0,2.0000000000000018,0.0029372864005105274,-0.027777777777777513,0.0282
Cat Zingano,0.7904761904761904,1.0,0.0,0.0,1.0,0.500000000000001,-0.01059515531981107,-0.17499999999999993,-0.051
Elias Theodorou,0.9393939393939392,0.0,0.0,1.0,0.0,-0.09090909090908914,0.0390407625732829,0.05714285714285711,0.0529
Olivier Aubin-Mercier,0.8888888888888888,0.4,0.0,0.6,0.0,-4.499999999999997,0.0235143570899385,-0.10515873015873005,-0.079
Albert Tumenov,0.625,0.0,0.5,1.0,0.5,1.9000000000000017,0.008595036204168547,0.20833333333333337,0.1005
Zubaira Tukhugov,0.75,0.0,0.0,1.0,0.0,0.2142857142857167,-0.011545503049421174,0.0,0.0077
Niklas Backstrom,0.5555555555555555,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Nico Musoke,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gilbert Burns,0.7466666666666667,0.2222222222222222,0.25,0.7777777777777778,0.75,-1.3611111111111094,0.033753396163677174,-0.17499999999999996,-0.0398
Diego Ferreira,0.6862745098039216,0.1428571428571428,0.0,0.8571428571428571,1.0,-2.5769230769230753,0.050262541049594454,0.16018518518518524,0.0535
Vik Grujic,0.6666666666666666,0.0,0.0,1.0,1.0,1.2500000000000018,0.017344497607655544,0.0,0.0725
Warlley Alves,0.7708333333333333,0.3333333333333333,0.0,0.6666666666666666,1.0,-0.884615384615383,-0.04069819140253407,-0.11111111111111072,-0.0823
Claudio Silva,0.5833333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.2500000000000016,0.035116815974939576,0.0,0.0731
Diego Rivas,0.75,0.0,0.0,1.0,0.0,3.1249999999999996,0.19360146784715743,0.21666666666666676,0.2934
Leandro Silva,0.9047619047619048,0.0,0.0,1.0,0.0,1.9285714285714293,0.03227289486802025,0.18333333333333338,0.1156
Thomas Almeida,0.5533333333333333,0.0,0.0,1.0,1.0,-3.357142857142854,0.06065129009328439,-0.22222222222222213,-0.0606
Wagner Silva,0.8333333333333333,0.0,0.5,0.0,0.5,-5.999999999999997,0.1900128564749882,0.0,0.138
Augusto Montano,0.7777777777777777,0.0,1.0,1.0,0.0,-3.499999999999999,-0.0868395602158199,-0.24999999999999992,-0.2071
Edgar Garcia,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Henry Briones,0.8,0.0,0.5,1.0,0.5,-2.624999999999999,-0.04461719050472262,0.08333333333333347,-0.0572
Alejandro Perez,0.75,0.0,0.0,1.0,1.0,6.799999999999997,0.044006607134286,0.47222222222222204,0.2882
Jessica Eye,0.8933333333333333,0.0,0.0,1.0,1.0,-2.1933333333333294,0.01748027415691601,-0.057142857142857065,-0.0338
Gabriel Benitez,0.6666666666666666,0.0,0.4,1.0,0.6,0.8888888888888911,0.06777906852899303,0.16833333333333328,0.1274
Marco Beltran,0.6666666666666666,0.0,0.0,1.0,1.0,3.1249999999999996,-0.010848460105426045,-0.4166666666666666,-0.0796
Yair Rodriguez,0.7955555555555555,0.2,0.6666666666666666,0.8,0.3333333333333333,-1.7714285714285698,-0.010802760954079293,-0.15939153439153436,-0.0829
Paige VanZant,0.762962962962963,0.5,0.3333333333333333,0.5,0.6666666666666666,1.0285714285714298,0.1426511476266927,-0.2833333333333332,0.0674
Ruslan Magomedov,1.0,0.0,0.0,0.0,0.0,4.000000000000003,0.030850815850815904,0.08333333333333338,0.1183
Juan Puig,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddie Gordon,0.7291666666666666,0.0,0.5,1.0,0.5,-1.8333333333333328,0.10254873210281173,-0.10833333333333328,0.0356
Sergio Pettis,0.9761904761904762,0.0,0.5,0.0,0.5,-1.6642857142857126,0.02361719714840823,0.02416666666666678,0.0039
Alex White,0.8333333333333334,0.0,0.5,1.0,0.5,4.5625,0.04877879145671454,0.17083333333333336,0.1693
Carla Esparza,0.8488888888888889,0.5,0.3333333333333333,0.5,0.6666666666666666,1.3812500000000008,0.018137639330697883,0.175,0.0914
Jessica Penne,0.7333333333333333,0.0,0.3333333333333333,1.0,0.6666666666666666,-1.6428571428571404,-0.03616473015066426,5.551115123125783e-17,-0.0579
Joanne Calderwood,0.6923076923076923,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0
Bec Rawlings,0.6666666666666666,0.0,0.0,1.0,1.0,-1.9999999999999976,-0.05686713337969776,0.041666666666666824,-0.0706
Tecia Torres,0.9333333333333332,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Aisling Daly,0.7777777777777777,0.0,0.0,1.0,0.0,3.000000000000001,0.06443352842809369,0.0,0.1796
Emily Peters Kagan,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felice Herrig,0.8,0.0,0.0,1.0,1.0,0.5714285714285735,0.008672417353213441,0.24999999999999992,0.0915
Joe Riggs,0.5833333333333334,0.0,0.0,0.0,1.0,2.1999999999999993,0.1921829769655856,0.6999999999999995,0.4179
Henry Cejudo,0.7916666666666666,0.25,0.0,0.75,1.0,2.228571428571429,0.04428597371517577,-0.08749999999999969,0.0527
Anthony Birchak,0.4444444444444444,0.0,0.0,1.0,1.0,-3.9999999999999973,0.0,-0.1285714285714284,-0.1487
Antonio Carlos Junior,0.7575757575757575,0.3333333333333333,1.0,0.6666666666666666,0.0,-2.9499999999999975,-0.04971153029976553,0.5416666666666664,0.0662
Omari Akhmedov,0.7619047619047619,0.0,0.6666666666666666,1.0,0.3333333333333333,-2.9583333333333304,0.030615098564967583,-0.10238095238095223,-0.0471
Alexis Dufresne,1.0,0.0,0.0,0.0,0.0,-1.499999999999998,0.013563761819575802,0.0,0.0014
Matt Van Buren,0.625,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
Johnny Case,0.9444444444444444,0.5,1.0,0.5,0.0,-1.6666666666666636,0.02102519658142088,0.020833333333333315,0.0005
Charles Rosa,0.8974358974358974,0.5,1.0,0.5,0.0,-4.124999999999997,-0.018510758499195704,0.10833333333333313,-0.0498
Tateki Matsuda,1.0,0.0,0.0,0.0,0.0,-3.7499999999999947,-0.06254844961240301,0.0,-0.1579
Dan Henderson,0.6545454545454545,0.3333333333333333,0.25,0.6666666666666666,0.75,-3.07142857142857,-0.01651244828945685,0.1392857142857141,-0.0221
Nikita Krylov,0.5555555555555556,0.1,0.1428571428571428,0.9,0.8571428571428571,-6.399999999999997,0.03218442332543174,-0.008333333333333415,-0.0732
Richardson Moreira,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Thiago Santos,0.5916666666666667,0.1818181818181818,0.1666666666666666,0.8181818181818182,0.8333333333333334,-2.1599999999999984,0.0027742348532837327,0.2958333333333335,0.0558
Daniel Kelly,0.7333333333333333,0.5,0.0,0.5,1.0,4.666666666666668,0.05894106914907148,0.3333333333333333,0.2276
James Moontasri,0.7222222222222223,0.0,0.0,1.0,1.0,-9.874999999999996,-0.11875533076763045,-0.14583333333333326,-0.3081
Tiago Trator,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivan Jorge,0.8333333333333334,0.0,0.0,0.0,1.0,5.666666666666667,0.11606635349200978,0.0,0.315
Alan Jouban,0.641025641025641,0.0,0.0,1.0,1.0,3.000000000000002,0.004688955373215847,0.0,0.0969
James Krause,0.7692307692307693,0.4,0.0,0.6,1.0,2.700000000000001,-0.03675545077126026,0.014880952380952613,0.0152
Masio Fullen,0.7777777777777777,0.0,0.0,0.0,1.0,2.000000000000001,0.0498049295629183,0.45833333333333326,0.2129
Jake Lindsey,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,-3.999999999999998,0.045426347845702604,-0.25,-0.093
Larissa Pacheco,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Jorge de Oliveira,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
